record_uid,dataset_source,subset,file_path,original_fs,fs,n_samples,duration_sec,rms,peak,crest_factor_db,dynamic_range_db,clipping_ratio,silence_ratio,snr_proxy_db,drift_ratio_db,spectral_flatness,zcr_mean,zcr_std,zcr_anomaly,is_short,is_clipped,is_silent,is_noisy,is_low_quality,quality_reasons
D3_set_b_Bunlabelledtest__139_1306519274653_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__139_1306519274653_C.wav,4000,2000,15341,7.6705,0.098279,1.024403,20.360178,15.890053,0.000913,0.0,22.288633,-18.503399,0.013731,0.076071,0.014663,1.111436,False,False,False,False,False,
D3_set_b_Bunlabelledtest__141_1306520154450_A,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__141_1306520154450_A.wav,4000,2000,6696,3.348,0.079249,0.816151,20.255504,5.001793,0.0,0.0,17.261536,-16.577965,0.046745,0.118281,0.0265,0.166308,False,False,False,False,False,
D3_set_b_Bunlabelledtest__141_1306520154450_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__141_1306520154450_D.wav,4000,2000,14319,7.1595,0.113076,1.033689,19.220426,18.574318,0.00014,0.0,9.187879,-17.378146,0.115677,0.19647,0.063475,1.584404,False,False,False,False,False,
D3_set_b_Bunlabelledtest__142_1306763049574_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__142_1306763049574_C.wav,4000,2000,23608,11.804,0.026554,0.337762,22.08966,10.916146,0.0,0.0,15.44306,-6.850967,0.047185,0.110319,0.025504,0.344582,False,False,False,False,False,
D3_set_b_Bunlabelledtest__143_1306763822290_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__143_1306763822290_D.wav,4000,2000,21350,10.675,0.044917,0.952494,26.528951,13.357784,0.0,0.0,11.221204,-9.731555,0.076205,0.123928,0.05471,0.039869,False,False,False,False,False,
D3_set_b_Bunlabelledtest__144_1306522408528_A,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__144_1306522408528_A.wav,4000,2000,6390,3.195,0.072261,0.7331,20.125149,12.057023,0.0,0.0,21.943375,-16.726918,0.04174,0.104535,0.020645,0.474107,False,False,False,False,False,
D3_set_b_Bunlabelledtest__145_1307987561278_A,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__145_1307987561278_A.wav,4000,2000,26761,13.3805,0.024079,0.694148,29.196243,8.769824,0.0,0.0,13.408522,-11.739102,0.061474,0.142976,0.025197,0.386637,False,False,False,False,False,
D3_set_b_Bunlabelledtest__145_1307987561278_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__145_1307987561278_D.wav,4000,2000,19262,9.631,0.045419,0.394815,18.783067,10.829647,0.0,0.0,21.338917,-13.351485,0.028619,0.123311,0.029073,0.053692,False,False,False,False,False,
D3_set_b_Bunlabelledtest__146_1306778707532_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__146_1306778707532_C.wav,4000,2000,16466,8.233,0.138076,1.004349,17.235317,12.138755,0.000911,0.0,24.756088,-19.800826,0.015346,0.080419,0.017926,1.014074,False,False,False,False,False,
D3_set_b_Bunlabelledtest__146_1306778707532_D31,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__146_1306778707532_D31.wav,4000,2000,7661,3.8305,0.13131,1.007151,17.695908,6.004586,0.000392,0.0,22.311405,-17.595866,0.014174,0.112793,0.04317,0.289195,False,False,False,False,False,
D3_set_b_Bunlabelledtest__147_1306523973811_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__147_1306523973811_D.wav,4000,2000,8942,4.471,0.044787,0.443556,19.915856,17.438022,0.0,0.0,18.970614,-13.582181,0.032401,0.103397,0.016586,0.499574,False,False,False,False,False,
D3_set_b_Bunlabelledtest__148_1306768801551_A,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__148_1306768801551_A.wav,4000,2000,15853,7.9265,0.041243,0.681986,24.368425,4.418237,0.0,0.0,11.351373,-11.361201,0.03918,0.105566,0.035397,0.451005,False,False,False,False,False,
D3_set_b_Bunlabelledtest__148_1306768801551_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__148_1306768801551_C.wav,4000,2000,5888,2.944,0.044233,0.295341,16.491538,7.673812,0.0,0.0,17.179312,-12.197322,0.041195,0.106771,0.027299,0.424036,False,False,False,False,False,
D3_set_b_Bunlabelledtest__148_1306768801551_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__148_1306768801551_D.wav,4000,2000,8827,4.4135,0.048652,0.381107,17.878885,9.682271,0.0,0.0,17.90664,-17.528318,0.036193,0.129084,0.04977,0.075571,False,False,False,False,False,
D3_set_b_Bunlabelledtest__149_1306776016110_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__149_1306776016110_C.wav,4000,2000,13457,6.7285,0.057258,0.604284,20.468153,17.964376,0.0,0.0,19.295266,-12.517761,0.047332,0.11129,0.028891,0.322852,False,False,False,False,False,
D3_set_b_Bunlabelledtest__150_1306776340746_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__150_1306776340746_D.wav,4000,2000,15597,7.7985,0.068073,1.003756,23.373042,15.634526,0.000128,0.0,17.311377,-17.556275,0.064049,0.190645,0.034132,1.453977,False,False,False,False,False,
D3_set_b_Bunlabelledtest__151_1306779785624_A1,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__151_1306779785624_A1.wav,4000,2000,14684,7.342,0.039865,0.466281,21.361097,6.307193,0.0,0.0,15.1426,-11.948536,0.052884,0.151263,0.025546,0.572172,False,False,False,False,False,
D3_set_b_Bunlabelledtest__152_1306779561195_B,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__152_1306779561195_B.wav,4000,2000,5194,2.597,0.118419,1.022405,18.724065,20.752156,0.001925,0.0,22.853241,-18.07394,0.024551,0.096937,0.016672,0.644232,False,False,False,False,False,
D3_set_b_Bunlabelledtest__152_1306779561195_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__152_1306779561195_C.wav,4000,2000,9663,4.8315,0.069109,0.751042,20.722644,12.808801,0.0,0.0,20.266232,-13.166557,0.035043,0.098362,0.01802,0.612328,False,False,False,False,False,
D3_set_b_Bunlabelledtest__152_1306779561195_D1,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__152_1306779561195_D1.wav,4000,2000,9894,4.947,0.087908,1.008089,21.189426,16.877535,0.000707,0.0,22.318126,-17.354277,0.039438,0.130754,0.032285,0.112963,False,False,False,False,False,
D3_set_b_Bunlabelledtest__153_1306848820671_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__153_1306848820671_D.wav,4000,2000,3831,1.9155,0.029886,0.304883,20.173248,6.578499,0.0,0.0,21.703961,-14.503538,0.047568,0.126052,0.026732,0.007679,True,False,False,False,True,short
D3_set_b_Bunlabelledtest__154_1306935608852_A,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__154_1306935608852_A.wav,4000,2000,4221,2.1105,0.075622,0.666417,18.901965,5.272226,0.0,0.0,25.519641,-15.582335,0.012866,0.071094,0.011671,1.222877,False,False,False,False,False,
D3_set_b_Bunlabelledtest__154_1306935608852_A2,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__154_1306935608852_A2.wav,4000,2000,2942,1.471,0.072184,0.58546,18.181068,8.154123,0.0,0.0,23.878042,-14.3419,0.016478,0.069531,0.008015,1.257863,True,False,False,False,True,short
D3_set_b_Bunlabelledtest__154_1306935608852_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__154_1306935608852_D.wav,4000,2000,9530,4.765,0.077764,0.681921,18.859064,8.417413,0.0,0.0,17.526095,-17.315627,0.03336,0.097439,0.024311,0.632979,False,False,False,False,False,
D3_set_b_Bunlabelledtest__154_1306935608852_D1,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__154_1306935608852_D1.wav,4000,2000,4171,2.0855,0.078563,0.655581,18.428135,12.89077,0.0,0.0,24.657395,-16.749887,0.018306,0.071745,0.016223,1.2083,False,False,False,False,False,
D3_set_b_Bunlabelledtest__155_1306935902813_B,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__155_1306935902813_B.wav,4000,2000,3814,1.907,0.106243,1.01165,19.574627,19.946431,0.000262,0.0,21.268361,-19.616277,0.027581,0.095102,0.027067,0.685308,True,False,False,False,True,short
D3_set_b_Bunlabelledtest__155_1306935902813_B2,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__155_1306935902813_B2.wav,4000,2000,10642,5.321,0.129458,1.003863,17.790879,18.338861,0.00141,0.0,22.442182,-20.312361,0.030214,0.109912,0.03384,0.3537,False,False,False,False,False,
D3_set_b_Bunlabelledtest__155_1306935902813_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__155_1306935902813_D.wav,4000,2000,12870,6.435,0.158381,1.506445,19.564977,14.442585,0.006682,0.0,0.597619,-17.258989,0.060865,0.125957,0.082104,0.005551,False,False,False,True,True,low_snr
D3_set_b_Bunlabelledtest__156_1306936373241_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__156_1306936373241_C.wav,4000,2000,12017,6.0085,0.125476,1.139629,19.164077,11.993656,0.00025,0.0,12.593326,-12.585888,0.073176,0.14566,0.030825,0.44672,False,False,False,False,False,
D3_set_b_Bunlabelledtest__156_1306936373241_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__156_1306936373241_D.wav,4000,2000,11564,5.782,0.033933,0.292933,18.72292,9.035074,0.0,0.0,12.02981,-10.37745,0.068273,0.135387,0.025944,0.216706,False,False,False,False,False,
D3_set_b_Bunlabelledtest__157_1306937583792_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__157_1306937583792_C.wav,4000,2000,19517,9.7585,0.029468,0.56564,25.663784,13.587735,0.0,0.0,10.598584,-11.967889,0.075225,0.126406,0.02858,0.015618,False,False,False,False,False,
D3_set_b_Bunlabelledtest__159_1307018640315_A,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__159_1307018640315_A.wav,4000,2000,7699,3.8495,0.096418,0.892475,19.32873,8.888008,0.0,0.0,15.792696,-18.215339,0.060046,0.107287,0.028424,0.412475,False,False,False,False,False,
D3_set_b_Bunlabelledtest__159_1307018640315_B,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__159_1307018640315_B.wav,4000,2000,4036,2.018,0.175625,1.021004,15.288821,13.519701,0.008672,0.0,17.085151,-19.157325,0.026654,0.070731,0.014563,1.230999,False,False,False,False,False,
D3_set_b_Bunlabelledtest__159_1307018640315_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__159_1307018640315_C.wav,4000,2000,3910,1.955,0.153124,1.010477,16.389677,7.702181,0.002302,0.0,24.418113,-16.741129,0.013385,0.080357,0.013407,1.015462,True,False,False,False,True,short
D3_set_b_Bunlabelledtest__160_1307100683334_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__160_1307100683334_C.wav,4000,2000,15335,7.6675,0.182283,1.021315,14.968278,8.630739,0.0015,0.0,10.581818,-17.335827,0.059728,0.161907,0.067945,0.810518,False,False,False,False,False,
D3_set_b_Bunlabelledtest__161_1307101199321_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__161_1307101199321_D.wav,4000,2000,9546,4.773,0.064923,1.007597,23.81773,17.234982,0.000419,0.0,15.778758,-12.210169,0.065559,0.147515,0.03641,0.488265,False,False,False,False,False,
D3_set_b_Bunlabelledtest__162_1307101835989_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__162_1307101835989_C.wav,4000,2000,17898,8.949,0.139538,1.050144,17.531148,12.732831,0.000223,0.0,14.94978,-16.824851,0.036505,0.115119,0.029247,0.237103,False,False,False,False,False,
D3_set_b_Bunlabelledtest__163_1307104470471_B,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__163_1307104470471_B.wav,4000,2000,5014,2.507,0.124766,1.000925,18.086115,13.89138,0.000798,0.0,23.520487,-17.402469,0.023931,0.095812,0.013555,0.669422,False,False,False,False,False,
D3_set_b_Bunlabelledtest__163_1307104470471_B1,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__163_1307104470471_B1.wav,4000,2000,2669,1.3345,0.155856,0.992978,16.084339,12.882877,0.000749,0.0,25.62851,-20.345833,0.021412,0.088976,0.012628,0.822485,True,False,False,False,True,short
D3_set_b_Bunlabelledtest__163_1307104470471_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__163_1307104470471_D.wav,4000,2000,5204,2.602,0.056742,0.465412,18.27869,11.521557,0.0,0.0,20.643519,-14.655974,0.041807,0.135485,0.038337,0.218903,False,False,False,False,False,
D3_set_b_Bunlabelledtest__164_1307106095995_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__164_1307106095995_D.wav,4000,2000,25867,12.9335,0.052271,0.482793,19.310036,7.21585,0.0,0.0,15.791157,-15.442624,0.059282,0.15416,0.034993,0.637052,False,False,False,False,False,
D3_set_b_Bunlabelledtest__165_1307109069581_B,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__165_1307109069581_B.wav,4000,2000,22841,11.4205,0.051244,0.531585,20.318525,17.242207,0.0,0.0,7.268024,-18.379709,0.13804,0.22765,0.095216,2.282555,False,False,False,False,False,
D3_set_b_Bunlabelledtest__167_1307111318050_C1,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__167_1307111318050_C1.wav,4000,2000,7697,3.8485,0.043959,0.48564,20.865415,13.556838,0.0,0.0,6.725834,-13.726323,0.060665,0.11052,0.044359,0.340091,False,False,False,False,False,
D3_set_b_Bunlabelledtest__167_1307111318050_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__167_1307111318050_D.wav,4000,2000,10755,5.3775,0.022774,0.192451,18.537727,9.686802,0.0,0.0,18.15599,-9.499304,0.033946,0.098752,0.030356,0.603587,False,False,False,False,False,
D3_set_b_Bunlabelledtest__169_1307970398039_B,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__169_1307970398039_B.wav,4000,2000,38267,19.1335,0.095423,1.192781,21.93813,13.631813,0.000497,0.0,8.64532,-18.43841,0.095297,0.169381,0.055082,0.977856,False,False,False,False,False,
D3_set_b_Bunlabelledtest__169_1307970398039_C1,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__169_1307970398039_C1.wav,4000,2000,17527,8.7635,0.06158,0.542053,18.891972,11.644957,0.0,0.0,19.200657,-12.93708,0.048313,0.149487,0.029625,0.532415,False,False,False,False,False,
D3_set_b_Bunlabelledtest__170_1307970562729_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__170_1307970562729_D.wav,4000,2000,40715,20.3575,0.217887,1.09895,14.054918,4.317492,0.010316,0.0,23.547908,-19.057608,0.015762,0.103318,0.041009,0.501352,False,True,False,False,True,clipped
D3_set_b_Bunlabelledtest__171_1307971016233_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__171_1307971016233_C.wav,4000,2000,8906,4.453,0.330135,1.184384,11.096012,8.163766,0.01673,0.0,4.666918,-18.083762,0.136784,0.228516,0.052071,2.301936,False,True,False,True,True,low_snr;clipped
D3_set_b_Bunlabelledtest__171_1307971016233_F,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__171_1307971016233_F.wav,4000,2000,4524,2.262,0.23333,1.012002,12.744202,4.30614,0.002653,0.0,11.092594,-18.346764,0.092529,0.179688,0.036396,1.208632,False,False,False,False,False,
D3_set_b_Bunlabelledtest__172_1307971284351_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__172_1307971284351_C.wav,4000,2000,5311,2.6555,0.036034,0.263269,17.273657,8.663268,0.0,0.0,14.606776,-10.036292,0.059272,0.195518,0.038482,1.563092,False,False,False,False,False,
D3_set_b_Bunlabelledtest__172_1307971284351_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__172_1307971284351_D.wav,4000,2000,42614,21.307,0.02901,0.438372,23.586021,11.735404,0.0,0.0,13.360195,-9.642925,0.063812,0.170537,0.031956,1.003753,False,False,False,False,False,
D3_set_b_Bunlabelledtest__173_1307973611151_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__173_1307973611151_D.wav,4000,2000,4612,2.306,0.108796,1.016164,19.407046,6.488665,0.001735,0.0,14.275779,-17.777269,0.083244,0.209903,0.047649,1.885194,False,False,False,False,False,
D3_set_b_Bunlabelledtest__174_1307987737137_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__174_1307987737137_C.wav,4000,2000,10531,5.2655,0.028271,0.28576,20.093195,9.094901,0.0,0.0,17.269719,-10.608926,0.046007,0.121924,0.03502,0.084748,False,False,False,False,False,
D3_set_b_Bunlabelledtest__175_1307987962616_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__175_1307987962616_C.wav,4000,2000,5156,2.578,0.020974,0.157701,17.523157,9.596641,0.0,0.0,13.688562,-7.691426,0.107726,0.203845,0.033256,1.74953,False,False,False,False,False,
D3_set_b_Bunlabelledtest__176_1307988171173_A1,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__176_1307988171173_A1.wav,4000,2000,6236,3.118,0.058664,0.494051,18.508067,12.786905,0.0,0.0,20.111419,-15.967983,0.045034,0.13536,0.026112,0.216101,False,False,False,False,False,
D3_set_b_Bunlabelledtest__176_1307988171173_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__176_1307988171173_C.wav,4000,2000,7044,3.522,0.052102,0.532518,20.189546,18.286951,0.0,0.0,20.140344,-17.375418,0.056427,0.144832,0.03413,0.42818,False,False,False,False,False,
D3_set_b_Bunlabelledtest__176_1307988171173_C1,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__176_1307988171173_C1.wav,4000,2000,5170,2.585,0.079088,1.061343,22.554927,8.576453,0.000387,0.0,5.258546,-17.598593,0.081586,0.17866,0.112271,1.185615,False,False,False,False,False,
D3_set_b_Bunlabelledtest__177_1307989650056_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__177_1307989650056_C.wav,4000,2000,5923,2.9615,0.06544,0.556515,18.592689,10.369469,0.0,0.0,20.119884,-12.228918,0.028578,0.098722,0.019758,0.604266,False,False,False,False,False,
D3_set_b_Bunlabelledtest__178_1307989887769_A,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__178_1307989887769_A.wav,4000,2000,7858,3.929,0.059545,0.390013,16.324732,10.677419,0.0,0.0,21.159286,-12.57192,0.022499,0.087419,0.02325,0.857337,False,False,False,False,False,
D3_set_b_Bunlabelledtest__179_1307990076841_D1,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__179_1307990076841_D1.wav,4000,2000,5826,2.913,0.112852,0.971039,18.694544,16.813153,0.0,0.0,25.25207,-19.214524,0.033224,0.113932,0.036705,0.263685,False,False,False,False,False,
D3_set_b_Bunlabelledtest__180_1307990956284_B,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__180_1307990956284_B.wav,4000,2000,24472,12.236,0.101476,1.00455,19.912169,19.669702,0.00049,0.0,21.927607,-20.565252,0.034633,0.127099,0.04697,0.031119,False,False,False,False,False,
D3_set_b_Bunlabelledtest__180_1307990956284_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__180_1307990956284_D.wav,4000,2000,5838,2.919,0.030438,0.353932,21.309937,14.480168,0.0,0.0,15.283249,-14.42512,0.078267,0.149368,0.030991,0.529742,False,False,False,False,False,
D3_set_b_Bunlabelledtest__181_1308052613891_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__181_1308052613891_C.wav,4000,2000,11133,5.5665,0.061473,0.447896,17.249868,18.2053,0.0,0.0,23.503584,-12.038986,0.024754,0.095331,0.028027,0.680182,False,False,False,False,False,
D3_set_b_Bunlabelledtest__184_1308073010307_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__184_1308073010307_C.wav,4000,2000,10959,5.4795,0.07546,0.854611,21.081078,4.203087,0.0,0.0,19.504013,-15.44822,0.027621,0.09737,0.026639,0.63452,False,False,False,False,False,
D3_set_b_Bunlabelledtest__186_1308073648738_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__186_1308073648738_C.wav,4000,2000,4465,2.2325,0.071319,0.617273,18.745387,13.693917,0.0,0.0,22.699005,-16.851438,0.015393,0.084717,0.02053,0.917846,False,False,False,False,False,
D3_set_b_Bunlabelledtest__186_1308073648738_D1,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__186_1308073648738_D1.wav,4000,2000,12818,6.409,0.045346,0.510742,21.033278,12.535825,0.0,0.0,21.608069,-11.957955,0.038979,0.137715,0.024283,0.268836,False,False,False,False,False,
D3_set_b_Bunlabelledtest__187_1308073994223_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__187_1308073994223_C.wav,4000,2000,5108,2.554,0.085166,0.823221,19.705044,16.412135,0.0,0.0,17.85543,-20.886251,0.044941,0.093967,0.017137,0.710725,False,False,False,False,False,
D3_set_b_Bunlabelledtest__189_1308075231945_A,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__189_1308075231945_A.wav,4000,2000,3572,1.786,0.105605,0.811096,17.707791,9.233382,0.0,0.0,26.208788,-16.515262,0.021276,0.105794,0.011876,0.445902,True,False,False,False,True,short
D3_set_b_Bunlabelledtest__189_1308075231945_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__189_1308075231945_C.wav,4000,2000,21818,10.909,0.180526,1.159762,16.156586,16.430562,0.010954,0.0,23.208137,-15.642761,0.030751,0.094215,0.01888,0.705172,False,True,False,False,True,clipped
D3_set_b_Bunlabelledtest__191_1308077299430_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__191_1308077299430_C.wav,4000,2000,36717,18.3585,0.136202,1.010022,17.402954,17.306006,0.000735,0.0,27.067638,-22.890981,0.018117,0.093943,0.017942,0.711273,False,False,False,False,False,
D3_set_b_Bunlabelledtest__191_1308077299430_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__191_1308077299430_D.wav,4000,2000,6158,3.079,0.075799,0.784698,20.30072,13.679073,0.0,0.0,22.085998,-16.76146,0.037771,0.130095,0.022482,0.098215,False,False,False,False,False,
D3_set_b_Bunlabelledtest__193_1308078104592_A,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__193_1308078104592_A.wav,4000,2000,22245,11.1225,0.226812,1.129436,13.943904,7.316154,0.001169,0.0,9.415446,-17.39009,0.101345,0.183364,0.048493,1.290951,False,False,False,False,False,
D3_set_b_Bunlabelledtest__193_1308078104592_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__193_1308078104592_D.wav,4000,2000,45599,22.7995,0.170104,1.099804,16.212031,5.747653,0.003465,0.0,13.897739,-18.89727,0.053313,0.158689,0.039666,0.738449,False,False,False,False,False,
D3_set_b_Bunlabelledtest__194_1308139824187_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__194_1308139824187_C.wav,4000,2000,9187,4.5935,0.171155,1.008822,15.408491,14.886439,0.004027,0.0,26.593167,-21.442709,0.017316,0.114717,0.018825,0.246106,False,False,False,False,False,
D3_set_b_Bunlabelledtest__195_1308140095331_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__195_1308140095331_D.wav,4000,2000,8094,4.047,0.045883,0.416163,19.152188,10.638937,0.0,0.0,18.290861,-13.653573,0.05525,0.16569,0.026049,0.895218,False,False,False,False,False,
D3_set_b_Bunlabelledtest__196_1308141034858_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__196_1308141034858_D.wav,4000,2000,5284,2.642,0.162199,1.048129,16.207354,20.535129,0.003028,0.0,16.589667,-14.509446,0.063088,0.10773,0.02755,0.402554,False,False,False,False,False,
D3_set_b_Bunlabelledtest__197_1308141235553_B,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__197_1308141235553_B.wav,4000,2000,28667,14.3335,0.187154,0.999464,14.551365,5.744222,0.000279,0.0,12.075039,-19.181727,0.063171,0.170472,0.05326,1.002295,False,False,False,False,False,
D3_set_b_Bunlabelledtest__200_1308144251434_C1,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__200_1308144251434_C1.wav,4000,2000,5376,2.688,0.147788,1.010118,16.694687,13.060367,0.004278,0.0,12.838701,-23.606024,0.073919,0.186986,0.074843,1.372052,False,False,False,False,False,
D3_set_b_Bunlabelledtest__201_1308144942432_B,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__201_1308144942432_B.wav,4000,2000,17046,8.523,0.09693,0.885888,19.218438,8.120378,0.0,0.0,15.565916,-19.78591,0.067007,0.197957,0.041519,1.617696,False,False,False,False,False,
D3_set_b_Bunlabelledtest__202_1308145175747_B,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__202_1308145175747_B.wav,4000,2000,8091,4.0455,0.075985,0.7197,19.528467,8.114234,0.0,0.0,16.671304,-16.797991,0.047648,0.119727,0.027451,0.133946,False,False,False,False,False,
D3_set_b_Bunlabelledtest__203_1308162026258_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__203_1308162026258_C.wav,4000,2000,7043,3.5215,0.128743,1.00422,17.842121,17.242466,0.001704,0.0,24.784675,-18.987962,0.018291,0.087215,0.013895,0.861919,False,False,False,False,False,
D3_set_b_Bunlabelledtest__204_1308159229275_B1,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__204_1308159229275_B1.wav,4000,2000,9663,4.8315,0.137917,1.080142,17.877268,7.800169,0.001656,0.0,17.374618,-21.471795,0.039681,0.104275,0.030548,0.479916,False,False,False,False,False,
D3_set_b_Bunlabelledtest__206_1308159601959_C1,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__206_1308159601959_C1.wav,4000,2000,8827,4.4135,0.032888,0.262016,18.025787,16.321116,0.0,0.0,17.764419,-13.864946,0.067987,0.155717,0.051758,0.671919,False,False,False,False,False,
D3_set_b_Bunlabelledtest__207_1308159792607_B3,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__207_1308159792607_B3.wav,4000,2000,2508,1.254,0.052929,0.458769,18.757941,11.50042,0.0,0.0,20.970814,-16.702194,0.051587,0.145996,0.026686,0.454252,True,False,False,False,True,short
D3_set_b_Bunlabelledtest__209_1308162216750_B,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__209_1308162216750_B.wav,4000,2000,28418,14.209,0.123648,1.028169,18.397531,23.708697,0.004434,0.0,21.837187,-19.584643,0.024965,0.10206,0.019418,0.529524,False,False,False,False,False,
D3_set_b_Bunlabelledtest__209_1308162216750_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__209_1308162216750_C.wav,4000,2000,20607,10.3035,0.086529,0.97529,21.03944,19.994686,0.0,0.0,29.351035,-19.771035,0.019078,0.09684,0.021912,0.646388,False,False,False,False,False,
D3_set_b_Bunlabelledtest__210_1308162935880_D,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__210_1308162935880_D.wav,4000,2000,5909,2.9545,0.100132,1.023355,20.189103,1.967976,0.000508,0.0,17.873466,-21.155746,0.045551,0.156339,0.058147,0.685833,False,False,False,False,False,
D3_set_b_Bunlabelledtest__212_1308245076477_C,D3,set_b,dataset/archive (2)/set_b/Bunlabelledtest__212_1308245076477_C.wav,4000,2000,2449,1.2245,0.075661,0.45575,15.597126,4.301204,0.0,0.0,30.781088,-11.223046,0.005826,0.066895,0.009606,1.316902,True,False,False,False,True,short
