group_id,method,record_uid,dataset_source,file_path,duplicate_of,similarity,decision,reason
exact_0637,raw_sha256,D3_set_b_Bunlabelledtest__242_1309197394064_C,D3,dataset/archive (2)/set_b/Bunlabelledtest__242_1309197394064_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0637,raw_sha256,HB_unlabel_Bunlabelledtest__242_1309197394064_C,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__242_1309197394064_C.wav,D3_set_b_Bunlabelledtest__242_1309197394064_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0638,raw_sha256,D3_set_b_Bunlabelledtest__243_1309197760898_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__243_1309197760898_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0638,raw_sha256,HB_unlabel_Bunlabelledtest__243_1309197760898_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__243_1309197760898_D.wav,D3_set_b_Bunlabelledtest__243_1309197760898_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0639,raw_sha256,D3_set_b_Bunlabelledtest__245_1309198844065_A,D3,dataset/archive (2)/set_b/Bunlabelledtest__245_1309198844065_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0639,raw_sha256,HB_unlabel_Bunlabelledtest__245_1309198844065_A,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__245_1309198844065_A.wav,D3_set_b_Bunlabelledtest__245_1309198844065_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0640,raw_sha256,D3_set_b_Bunlabelledtest__245_1309200438094_C,D3,dataset/archive (2)/set_b/Bunlabelledtest__245_1309200438094_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0640,raw_sha256,HB_unlabel_Bunlabelledtest__245_1309200438094_C,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__245_1309200438094_C.wav,D3_set_b_Bunlabelledtest__245_1309200438094_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0641,raw_sha256,D3_set_b_Bunlabelledtest__248_1309201683806_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__248_1309201683806_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0641,raw_sha256,HB_unlabel_Bunlabelledtest__248_1309201683806_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__248_1309201683806_B.wav,D3_set_b_Bunlabelledtest__248_1309201683806_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0642,raw_sha256,D3_set_b_Bunlabelledtest__248_1309201683806_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__248_1309201683806_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0642,raw_sha256,HB_unlabel_Bunlabelledtest__248_1309201683806_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__248_1309201683806_D.wav,D3_set_b_Bunlabelledtest__248_1309201683806_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0643,raw_sha256,D3_set_b_Bunlabelledtest__254_1309350589009_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__254_1309350589009_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0643,raw_sha256,HB_unlabel_Bunlabelledtest__254_1309350589009_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__254_1309350589009_B.wav,D3_set_b_Bunlabelledtest__254_1309350589009_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0644,raw_sha256,D3_set_b_Bunlabelledtest__255_1309351210897_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__255_1309351210897_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0644,raw_sha256,HB_unlabel_Bunlabelledtest__255_1309351210897_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__255_1309351210897_B.wav,D3_set_b_Bunlabelledtest__255_1309351210897_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0645,raw_sha256,D3_set_b_Bunlabelledtest__259_1309352630271_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__259_1309352630271_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0645,raw_sha256,HB_unlabel_Bunlabelledtest__259_1309352630271_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__259_1309352630271_B.wav,D3_set_b_Bunlabelledtest__259_1309352630271_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0646,raw_sha256,D3_set_b_Bunlabelledtest__260_1309353164458_A,D3,dataset/archive (2)/set_b/Bunlabelledtest__260_1309353164458_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0646,raw_sha256,HB_unlabel_Bunlabelledtest__260_1309353164458_A,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__260_1309353164458_A.wav,D3_set_b_Bunlabelledtest__260_1309353164458_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0647,raw_sha256,D3_set_b_Bunlabelledtest__262_1309355283807_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__262_1309355283807_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0647,raw_sha256,HB_unlabel_Bunlabelledtest__262_1309355283807_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__262_1309355283807_B.wav,D3_set_b_Bunlabelledtest__262_1309355283807_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0648,raw_sha256,D3_set_b_Bunlabelledtest__264_1309356143724_A,D3,dataset/archive (2)/set_b/Bunlabelledtest__264_1309356143724_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0648,raw_sha256,HB_unlabel_Bunlabelledtest__264_1309356143724_A,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__264_1309356143724_A.wav,D3_set_b_Bunlabelledtest__264_1309356143724_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0649,raw_sha256,D3_set_b_Bunlabelledtest__268_1309368960960_A,D3,dataset/archive (2)/set_b/Bunlabelledtest__268_1309368960960_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0649,raw_sha256,HB_unlabel_Bunlabelledtest__268_1309368960960_A,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__268_1309368960960_A.wav,D3_set_b_Bunlabelledtest__268_1309368960960_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0650,raw_sha256,D3_set_b_Bunlabelledtest__268_1309368960960_E,D3,dataset/archive (2)/set_b/Bunlabelledtest__268_1309368960960_E.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0650,raw_sha256,HB_unlabel_Bunlabelledtest__268_1309368960960_E,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__268_1309368960960_E.wav,D3_set_b_Bunlabelledtest__268_1309368960960_E,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0651,raw_sha256,D3_set_b_Bunlabelledtest__270_1309369533040_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__270_1309369533040_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0651,raw_sha256,HB_unlabel_Bunlabelledtest__270_1309369533040_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__270_1309369533040_D.wav,D3_set_b_Bunlabelledtest__270_1309369533040_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0652,raw_sha256,D3_set_b_Bunlabelledtest__271_1309369876160_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__271_1309369876160_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0652,raw_sha256,HB_unlabel_Bunlabelledtest__271_1309369876160_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__271_1309369876160_B.wav,D3_set_b_Bunlabelledtest__271_1309369876160_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0653,raw_sha256,D3_set_b_Bunlabelledtest__272_1309370164386_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__272_1309370164386_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0653,raw_sha256,HB_unlabel_Bunlabelledtest__272_1309370164386_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__272_1309370164386_B.wav,D3_set_b_Bunlabelledtest__272_1309370164386_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0654,raw_sha256,D3_set_b_Bunlabelledtest__274_1311075637574_C,D3,dataset/archive (2)/set_b/Bunlabelledtest__274_1311075637574_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0654,raw_sha256,HB_unlabel_Bunlabelledtest__274_1311075637574_C,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__274_1311075637574_C.wav,D3_set_b_Bunlabelledtest__274_1311075637574_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0655,raw_sha256,D3_set_b_Bunlabelledtest__278_1311163365896_C,D3,dataset/archive (2)/set_b/Bunlabelledtest__278_1311163365896_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0655,raw_sha256,HB_unlabel_Bunlabelledtest__278_1311163365896_C,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__278_1311163365896_C.wav,D3_set_b_Bunlabelledtest__278_1311163365896_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0656,raw_sha256,D3_set_b_Bunlabelledtest__278_1311163365896_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__278_1311163365896_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0656,raw_sha256,HB_unlabel_Bunlabelledtest__278_1311163365896_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__278_1311163365896_D.wav,D3_set_b_Bunlabelledtest__278_1311163365896_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0657,raw_sha256,D3_set_b_Bunlabelledtest__280_1311165195344_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__280_1311165195344_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0657,raw_sha256,HB_unlabel_Bunlabelledtest__280_1311165195344_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__280_1311165195344_B.wav,D3_set_b_Bunlabelledtest__280_1311165195344_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0658,raw_sha256,D3_set_b_Bunlabelledtest__281_1311165683454_C,D3,dataset/archive (2)/set_b/Bunlabelledtest__281_1311165683454_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0658,raw_sha256,HB_unlabel_Bunlabelledtest__281_1311165683454_C,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__281_1311165683454_C.wav,D3_set_b_Bunlabelledtest__281_1311165683454_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0659,raw_sha256,D3_set_b_Bunlabelledtest__282_1311166081161_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__282_1311166081161_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0659,raw_sha256,HB_unlabel_Bunlabelledtest__282_1311166081161_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__282_1311166081161_D.wav,D3_set_b_Bunlabelledtest__282_1311166081161_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0660,raw_sha256,D3_set_b_Bunlabelledtest__284_1311168471850_C,D3,dataset/archive (2)/set_b/Bunlabelledtest__284_1311168471850_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0660,raw_sha256,HB_unlabel_Bunlabelledtest__284_1311168471850_C,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__284_1311168471850_C.wav,D3_set_b_Bunlabelledtest__284_1311168471850_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0661,raw_sha256,D3_set_b_Bunlabelledtest__286_1311170606028_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__286_1311170606028_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0661,raw_sha256,HB_unlabel_Bunlabelledtest__286_1311170606028_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__286_1311170606028_B.wav,D3_set_b_Bunlabelledtest__286_1311170606028_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0662,raw_sha256,D3_set_b_Bunlabelledtest__287_1311170903290_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__287_1311170903290_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0662,raw_sha256,HB_unlabel_Bunlabelledtest__287_1311170903290_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__287_1311170903290_D.wav,D3_set_b_Bunlabelledtest__287_1311170903290_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0663,raw_sha256,D3_set_b_Bunlabelledtest__288_1311164615284_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__288_1311164615284_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0663,raw_sha256,HB_unlabel_Bunlabelledtest__288_1311164615284_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__288_1311164615284_B.wav,D3_set_b_Bunlabelledtest__288_1311164615284_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0664,raw_sha256,D3_set_b_Bunlabelledtest__290_1311182875320_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__290_1311182875320_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0664,raw_sha256,HB_unlabel_Bunlabelledtest__290_1311182875320_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__290_1311182875320_B.wav,D3_set_b_Bunlabelledtest__290_1311182875320_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0665,raw_sha256,D3_set_b_Bunlabelledtest__293_1311680805936_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__293_1311680805936_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0665,raw_sha256,HB_unlabel_Bunlabelledtest__293_1311680805936_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__293_1311680805936_B.wav,D3_set_b_Bunlabelledtest__293_1311680805936_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0666,raw_sha256,D3_set_b_Bunlabelledtest__293_1311680805936_B2,D3,dataset/archive (2)/set_b/Bunlabelledtest__293_1311680805936_B2.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0666,raw_sha256,HB_unlabel_Bunlabelledtest__293_1311680805936_B2,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__293_1311680805936_B2.wav,D3_set_b_Bunlabelledtest__293_1311680805936_B2,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0667,raw_sha256,D3_set_b_Bunlabelledtest__294_1311681084248_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__294_1311681084248_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0667,raw_sha256,HB_unlabel_Bunlabelledtest__294_1311681084248_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__294_1311681084248_D.wav,D3_set_b_Bunlabelledtest__294_1311681084248_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0668,raw_sha256,D3_set_b_Bunlabelledtest__296_1311682952647_A,D3,dataset/archive (2)/set_b/Bunlabelledtest__296_1311682952647_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0668,raw_sha256,HB_unlabel_Bunlabelledtest__296_1311682952647_A,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__296_1311682952647_A.wav,D3_set_b_Bunlabelledtest__296_1311682952647_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0669,raw_sha256,D3_set_b_Bunlabelledtest__296_1311682952647_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__296_1311682952647_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0669,raw_sha256,HB_unlabel_Bunlabelledtest__296_1311682952647_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__296_1311682952647_B.wav,D3_set_b_Bunlabelledtest__296_1311682952647_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0670,raw_sha256,D3_set_b_Bunlabelledtest__300_1311772096120_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__300_1311772096120_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0670,raw_sha256,HB_unlabel_Bunlabelledtest__300_1311772096120_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__300_1311772096120_B.wav,D3_set_b_Bunlabelledtest__300_1311772096120_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0671,raw_sha256,D3_set_b_Bunlabelledtest__300_1311772096120_C,D3,dataset/archive (2)/set_b/Bunlabelledtest__300_1311772096120_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0671,raw_sha256,HB_unlabel_Bunlabelledtest__300_1311772096120_C,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__300_1311772096120_C.wav,D3_set_b_Bunlabelledtest__300_1311772096120_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0672,raw_sha256,D3_set_b_Bunlabelledtest__300_1311772096120_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__300_1311772096120_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0672,raw_sha256,HB_unlabel_Bunlabelledtest__300_1311772096120_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__300_1311772096120_D.wav,D3_set_b_Bunlabelledtest__300_1311772096120_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0673,raw_sha256,D3_set_b_extrastole__127_1306764300147_C2,D3,dataset/archive (2)/set_b/extrastole__127_1306764300147_C2.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0673,raw_sha256,HB_extrastole_extrastole__127_1306764300147_C2,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__127_1306764300147_C2.wav,D3_set_b_extrastole__127_1306764300147_C2,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0674,raw_sha256,D3_set_b_extrastole__128_1306344005749_A,D3,dataset/archive (2)/set_b/extrastole__128_1306344005749_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0674,raw_sha256,HB_extrastole_extrastole__128_1306344005749_A,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__128_1306344005749_A.wav,D3_set_b_extrastole__128_1306344005749_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0675,raw_sha256,D3_set_b_extrastole__130_1306347376079_D,D3,dataset/archive (2)/set_b/extrastole__130_1306347376079_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0675,raw_sha256,HB_extrastole_extrastole__130_1306347376079_D,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__130_1306347376079_D.wav,D3_set_b_extrastole__130_1306347376079_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0676,raw_sha256,D3_set_b_extrastole__134_1306428161797_C1,D3,dataset/archive (2)/set_b/extrastole__134_1306428161797_C1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0676,raw_sha256,HB_extrastole_extrastole__134_1306428161797_C1,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__134_1306428161797_C1.wav,D3_set_b_extrastole__134_1306428161797_C1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0677,raw_sha256,D3_set_b_extrastole__138_1306762146980_B,D3,dataset/archive (2)/set_b/extrastole__138_1306762146980_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0677,raw_sha256,HB_extrastole_extrastole__138_1306762146980_B,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__138_1306762146980_B.wav,D3_set_b_extrastole__138_1306762146980_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0678,raw_sha256,D3_set_b_extrastole__140_1306519735121_D,D3,dataset/archive (2)/set_b/extrastole__140_1306519735121_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0678,raw_sha256,HB_extrastole_extrastole__140_1306519735121_D,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__140_1306519735121_D.wav,D3_set_b_extrastole__140_1306519735121_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0679,raw_sha256,D3_set_b_extrastole__144_1306522408528_B,D3,dataset/archive (2)/set_b/extrastole__144_1306522408528_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0679,raw_sha256,HB_extrastole_extrastole__144_1306522408528_B,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__144_1306522408528_B.wav,D3_set_b_extrastole__144_1306522408528_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0680,raw_sha256,D3_set_b_extrastole__144_1306522408528_B1,D3,dataset/archive (2)/set_b/extrastole__144_1306522408528_B1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0680,raw_sha256,HB_extrastole_extrastole__144_1306522408528_B1,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__144_1306522408528_B1.wav,D3_set_b_extrastole__144_1306522408528_B1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0681,raw_sha256,D3_set_b_extrastole__148_1306768801551_B,D3,dataset/archive (2)/set_b/extrastole__148_1306768801551_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0681,raw_sha256,HB_extrastole_extrastole__148_1306768801551_B,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__148_1306768801551_B.wav,D3_set_b_extrastole__148_1306768801551_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0682,raw_sha256,D3_set_b_extrastole__151_1306779785624_B,D3,dataset/archive (2)/set_b/extrastole__151_1306779785624_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0682,raw_sha256,HB_extrastole_extrastole__151_1306779785624_B,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__151_1306779785624_B.wav,D3_set_b_extrastole__151_1306779785624_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0683,raw_sha256,D3_set_b_extrastole__153_1306848820671_C,D3,dataset/archive (2)/set_b/extrastole__153_1306848820671_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0683,raw_sha256,HB_extrastole_extrastole__153_1306848820671_C,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__153_1306848820671_C.wav,D3_set_b_extrastole__153_1306848820671_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0684,raw_sha256,D3_set_b_extrastole__154_1306935608852_D2,D3,dataset/archive (2)/set_b/extrastole__154_1306935608852_D2.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0684,raw_sha256,HB_extrastole_extrastole__154_1306935608852_D2,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__154_1306935608852_D2.wav,D3_set_b_extrastole__154_1306935608852_D2,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0685,raw_sha256,D3_set_b_extrastole__163_1307104470471_C,D3,dataset/archive (2)/set_b/extrastole__163_1307104470471_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0685,raw_sha256,HB_extrastole_extrastole__163_1307104470471_C,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__163_1307104470471_C.wav,D3_set_b_extrastole__163_1307104470471_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0686,raw_sha256,D3_set_b_extrastole__179_1307990076841_C,D3,dataset/archive (2)/set_b/extrastole__179_1307990076841_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0686,raw_sha256,HB_extrastole_extrastole__179_1307990076841_C,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__179_1307990076841_C.wav,D3_set_b_extrastole__179_1307990076841_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0687,raw_sha256,D3_set_b_extrastole__184_1308073010307_A,D3,dataset/archive (2)/set_b/extrastole__184_1308073010307_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0687,raw_sha256,HB_extrastole_extrastole__184_1308073010307_A,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__184_1308073010307_A.wav,D3_set_b_extrastole__184_1308073010307_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0688,raw_sha256,D3_set_b_extrastole__190_1308076920011_C,D3,dataset/archive (2)/set_b/extrastole__190_1308076920011_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0688,raw_sha256,HB_extrastole_extrastole__190_1308076920011_C,heartbeat_sound,dataset/Heartbeat_Sound/extrastole/extrastole__190_1308076920011_C.wav,D3_set_b_extrastole__190_1308076920011_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0689,raw_sha256,D3_set_b_extrastole__191_1308077299430_A,D3,dataset/archive (2)/set_b/extrastole__191_1308077299430_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
