record_uid,dataset_source,subset,subject_id,subject_derived,record_id,file_path,original_fs,duration_sec,n_samples,recording_location,binary_label,multiclass_label,murmur_label,outcome_label,diagnosis_class,quality_flags,is_duplicate,is_unlabeled,split_group,dataset_name,multiclass_task,binary_label_name,multiclass_label_name,murmur_label_name,outcome_label_name,use_in_supervised,duplicate_of,n_channels,content_sha256
D1_validation_e00330,D1,validation,e_pR204,True,e00330,dataset/archive (3)/validation/e00330.wav,2000,23.7775,47555,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00330,1,b3c594d0d3517fd1c989b9e25305ef9239ec60a3db6d2285951ff2a6f7a5456e
D1_validation_e00336,D1,validation,e_pR300,True,e00336,dataset/archive (3)/validation/e00336.wav,2000,12.2605,24521,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00336,1,f7e299cb78d67c7db5c40de3a507f1668f0f73208f1d0a0fc7bcb4f9dc61f63c
D1_validation_e00359,D1,validation,e_pR132,True,e00359,dataset/archive (3)/validation/e00359.wav,2000,20.898,41796,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00359,1,62e9c58dd0423e08139b006aea11cf245c32745960426fa642b395ffd44c6737
D1_validation_e00373,D1,validation,e_pR151,True,e00373,dataset/archive (3)/validation/e00373.wav,2000,14.9305,29861,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00373,1,fdbb3dd04be676058252a46c7d46727f3d6b23b8439137698f332192833cd936
D1_validation_e00388,D1,validation,e_pR306,True,e00388,dataset/archive (3)/validation/e00388.wav,2000,21.4325,42865,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00388,1,59f5531e8b2f7ee406196d88431c17ba486aa9f17076ea784045e0ea6962f1d6
D1_validation_e00435,D1,validation,e_pR122,True,e00435,dataset/archive (3)/validation/e00435.wav,2000,23.6735,47347,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00435,1,32a59d520d409c59de742412a920a49276ca534c4c81bbae4cd3528e8e71fcbd
D1_validation_e00456,D1,validation,e_pR262,True,e00456,dataset/archive (3)/validation/e00456.wav,2000,23.7775,47555,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00456,1,3c372e2fb422638a259896fd428a3ab11575b1b6bf5bc332c20e187b168f5f46
D1_validation_e00457,D1,validation,e_pR336,True,e00457,dataset/archive (3)/validation/e00457.wav,2000,14.838,29676,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00457,1,e6dfbe768622d33aec210aef3c379af159c53ef4c2727724930257d024a22ac5
D1_validation_e00461,D1,validation,e_pR103,True,e00461,dataset/archive (3)/validation/e00461.wav,2000,15.5105,31021,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00461,1,766a3b89739ca259ac1eda97d6e301e3de193b7ba22ffdc39e75f69b5c612eb6
D1_validation_e00475,D1,validation,e_pR303,True,e00475,dataset/archive (3)/validation/e00475.wav,2000,11.703,23406,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00475,1,f5cfc3b03fcaff524aec8f49c5652c664060f409c5a93058ae2f91efcf7c0d47
D1_validation_e00477,D1,validation,e_pR270,True,e00477,dataset/archive (3)/validation/e00477.wav,2000,15.697,31394,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00477,1,280264b3f550ae0c43733cbc0835d82339d524f5d58ebb24721b39746a998f71
D1_validation_e00523,D1,validation,e_pR222,True,e00523,dataset/archive (3)/validation/e00523.wav,2000,40.5445,81089,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00523,1,f62fc44a4c95cdde1b3192a9741b3ee749937e918520cfb3afbb490f8e84640e
D1_validation_e00526,D1,validation,e_pR111,True,e00526,dataset/archive (3)/validation/e00526.wav,2000,10.5885,21177,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00526,1,01fbb9033ba7efc9d348aabb305cf1c743548005aecb43da8972ae4c7ce55802
D1_validation_e00528,D1,validation,e_pR324,True,e00528,dataset/archive (3)/validation/e00528.wav,2000,23.7545,47509,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00528,1,0e51628b4eaae57f6da0f604399a0770504357f4199a7864f918153b57aac2d4
D1_validation_e00536,D1,validation,e_pR244,True,e00536,dataset/archive (3)/validation/e00536.wav,2000,18.646,37292,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00536,1,b13d6ece9ccf4b9d2672b9abc6f255f5e43336c7f4dcf564d7c65fd8dc517d20
D1_validation_e00537,D1,validation,e_pR245,True,e00537,dataset/archive (3)/validation/e00537.wav,2000,11.6335,23267,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00537,1,43f5a5a8538cc3f049c4db54b3aa5bc99e4755debf462bef11803ef8932f7da0
D1_validation_e00539,D1,validation,e_pR127,True,e00539,dataset/archive (3)/validation/e00539.wav,2000,46.259,92518,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00539,1,7f11d88ce06f93c0bedcc4adfc749ff948f696d9a91b3e48560dccc3efeab104
D1_validation_e00551,D1,validation,e_pR83,True,e00551,dataset/archive (3)/validation/e00551.wav,2000,21.409,42818,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00551,1,60feac97d1ee624a9df801e621938b00c537aac57e2e6c2b0a2135ea691be339
D1_validation_e00562,D1,validation,e_pR327,True,e00562,dataset/archive (3)/validation/e00562.wav,2000,23.7775,47555,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00562,1,927a1d7381be9ba793fc997540efccf9fb4af2ad63267a9b2c289344a0d53689
D1_validation_e00591,D1,validation,e_pR348,True,e00591,dataset/archive (3)/validation/e00591.wav,2000,19.273,38546,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00591,1,6a035a71fdd6b583a6dfe9fabd713b586e4c5e2308d6ebc9263e9e827a7a00ec
D1_validation_e00601,D1,validation,e_pR316,True,e00601,dataset/archive (3)/validation/e00601.wav,2000,22.7325,45465,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00601,1,9ede4388da7097e333e1e0cf4fac274c31c93decaf4e26e1e00f1f06f9ff42bb
D1_validation_e00603,D1,validation,e_pR81,True,e00603,dataset/archive (3)/validation/e00603.wav,2000,91.701,183402,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00603,1,704f70b3392fb55de4cc97d33fcae4d9e95b2e5107a0788bf9d55671e0a509f4
D1_validation_e00605,D1,validation,e_pR73,True,e00605,dataset/archive (3)/validation/e00605.wav,2000,21.497,42994,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00605,1,47210e2c025a399355c7daef2d4440c4620751862f95dc781e26b16a7c767aad
D1_validation_e00619,D1,validation,e_pR285,True,e00619,dataset/archive (3)/validation/e00619.wav,2000,9.451,18902,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00619,1,4eed2b68e1417729821ca9364b01bac9c906b2f0a3d7b375271783da7ca2d294
D1_validation_e00622,D1,validation,e_pR152,True,e00622,dataset/archive (3)/validation/e00622.wav,2000,20.782,41564,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00622,1,dda38aca662d5d1ea0bb960f19e5215ef03517d082593106b6a4a2467bc3e930
D1_validation_e00627,D1,validation,e_pR86,True,e00627,dataset/archive (3)/validation/e00627.wav,2000,17.16,34320,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00627,1,bb6c47544547682053c217bd79d9e51febf678825ecc596cc0aaef8101560fc0
D1_validation_e00648,D1,validation,e_pR172,True,e00648,dataset/archive (3)/validation/e00648.wav,2000,10.8905,21781,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00648,1,aa6722e6a3becd7ee3cf1e335f4492bb1f844bc3e44db39633df26e393bef4c8
D1_validation_e00657,D1,validation,e_pR213,True,e00657,dataset/archive (3)/validation/e00657.wav,2000,20.0625,40125,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00657,1,4150f688e10b20791e735ff3a12d2007d7831ba50b5076d3ae924d157fe0568c
D1_validation_e00670,D1,validation,e_pR72,True,e00670,dataset/archive (3)/validation/e00670.wav,2000,10.844,21688,,1,,,,CAD,,True,False,,PhysioNet 2016,,abnormal,,,,False,D1_training-e_e00670,1,f74e4a24857338b755a0bd59718a40eb19a42c080d6d2162a16856de6f2b2c2d
D2_set_a_Aunlabelledtest__201012172010,D2,set_a,a_Aunlabelledtest__201012172010,False,Aunlabelledtest__201012172010,dataset/archive (2)/set_a/Aunlabelledtest__201012172010.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,abfe2fc48278270460c97f4ab6b0d2f024fe666b0396fed2df13cce9ebe2ae32
D2_set_a_Aunlabelledtest__201101051105,D2,set_a,a_Aunlabelledtest__201101051105,False,Aunlabelledtest__201101051105,dataset/archive (2)/set_a/Aunlabelledtest__201101051105.wav,44100,7.885941,347770,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,7326094b7bb114f5c6bcda4491f5d1c8aba99ccf5a363a0399a97e202eebb752
D2_set_a_Aunlabelledtest__201101061552,D2,set_a,a_Aunlabelledtest__201101061552,False,Aunlabelledtest__201101061552,dataset/archive (2)/set_a/Aunlabelledtest__201101061552.wav,44100,5.974921,263494,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,410cb15a806a8e21d724955d333b85134434888928b40d1281dd0c51610f2b73
D2_set_a_Aunlabelledtest__201101091156,D2,set_a,a_Aunlabelledtest__201101091156,False,Aunlabelledtest__201101091156,dataset/archive (2)/set_a/Aunlabelledtest__201101091156.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,639708c2ec5e59f3b48846805ad97f2cd3a2959433771e728fcf3b50f3808a76
D2_set_a_Aunlabelledtest__201101110659,D2,set_a,a_Aunlabelledtest__201101110659,False,Aunlabelledtest__201101110659,dataset/archive (2)/set_a/Aunlabelledtest__201101110659.wav,44100,7.57102,333882,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,18ff597ded4322d08c5e1491e89d7925a2e8f453b812ca5552cefdae70f5c4a7
D2_set_a_Aunlabelledtest__201101152256,D2,set_a,a_Aunlabelledtest__201101152256,False,Aunlabelledtest__201101152256,dataset/archive (2)/set_a/Aunlabelledtest__201101152256.wav,44100,7.861202,346679,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,ed2e4ae3828ec887f4c7d2a9aa0526e365f79b2938f1737852cbe524ba80a5df
D2_set_a_Aunlabelledtest__201101220549,D2,set_a,a_Aunlabelledtest__201101220549,False,Aunlabelledtest__201101220549,dataset/archive (2)/set_a/Aunlabelledtest__201101220549.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,3747ad769389f491a4eb0863786f29b18cf775a02ee08ad9859740949d40e863
D2_set_a_Aunlabelledtest__201101241434,D2,set_a,a_Aunlabelledtest__201101241434,False,Aunlabelledtest__201101241434,dataset/archive (2)/set_a/Aunlabelledtest__201101241434.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,4eb33771a572e4509f894b9e8f7222bc02137eb3cdabc9ce0fddd91e7e2827a1
D2_set_a_Aunlabelledtest__201102081033,D2,set_a,a_Aunlabelledtest__201102081033,False,Aunlabelledtest__201102081033,dataset/archive (2)/set_a/Aunlabelledtest__201102081033.wav,44100,7.128141,314351,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,a7cba4c506c56c821676e7d3c53619a48d6d4b7ccc8d92724358b54409c875c7
D2_set_a_Aunlabelledtest__201102081045,D2,set_a,a_Aunlabelledtest__201102081045,False,Aunlabelledtest__201102081045,dataset/archive (2)/set_a/Aunlabelledtest__201102081045.wav,44100,8.615601,379948,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,9ca7436df7c3c7dede3029150ee6e201e03e21f89929f8909b843d10c9432841
D2_set_a_Aunlabelledtest__201102200848,D2,set_a,a_Aunlabelledtest__201102200848,False,Aunlabelledtest__201102200848,dataset/archive (2)/set_a/Aunlabelledtest__201102200848.wav,44100,7.972154,351572,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,d4502e299e549b4dfd45fb275d6c6fc4dae9ad481858c01098215549cc77a93b
D2_set_a_Aunlabelledtest__201103011036,D2,set_a,a_Aunlabelledtest__201103011036,False,Aunlabelledtest__201103011036,dataset/archive (2)/set_a/Aunlabelledtest__201103011036.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,3023a589be8c7bcfa338776d8df220f8ddd4f865ac5ced5c3a13868cefa06c3a
D2_set_a_Aunlabelledtest__201103140236,D2,set_a,a_Aunlabelledtest__201103140236,False,Aunlabelledtest__201103140236,dataset/archive (2)/set_a/Aunlabelledtest__201103140236.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,9723d0071fe7c7721bd1a976f92f8c5fdb93b489ac66aabffc42f3a8652188c8
D2_set_a_Aunlabelledtest__201103170122,D2,set_a,a_Aunlabelledtest__201103170122,False,Aunlabelledtest__201103170122,dataset/archive (2)/set_a/Aunlabelledtest__201103170122.wav,44100,8.615601,379948,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,499cd885d1d4f6fce99f8adb0b96d72f82a583476523361502756652b76ef313
D2_set_a_Aunlabelledtest__201103200518,D2,set_a,a_Aunlabelledtest__201103200518,False,Aunlabelledtest__201103200518,dataset/archive (2)/set_a/Aunlabelledtest__201103200518.wav,44100,8.565465,377737,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,789271d4633455ab0dba7d18748beb00a3455b4f67c5ab2a856fbdf0a3be74f0
D2_set_a_Aunlabelledtest__201103201314,D2,set_a,a_Aunlabelledtest__201103201314,False,Aunlabelledtest__201103201314,dataset/archive (2)/set_a/Aunlabelledtest__201103201314.wav,44100,1.754875,77390,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,d18d090054cd882dcb257a5014afce5e0c201a9868799b0ffcb41899ed741cbf
D2_set_a_Aunlabelledtest__201103232251,D2,set_a,a_Aunlabelledtest__201103232251,False,Aunlabelledtest__201103232251,dataset/archive (2)/set_a/Aunlabelledtest__201103232251.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,e1fcf2e1a2f81f40725aeba3a6888992b13ef5cc5f5a1981e07f0345eb9738dd
D2_set_a_Aunlabelledtest__201103241336,D2,set_a,a_Aunlabelledtest__201103241336,False,Aunlabelledtest__201103241336,dataset/archive (2)/set_a/Aunlabelledtest__201103241336.wav,44100,7.921995,349360,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,b26382fd1fd292b0f4a498a544d4a0f15e5141a29b1b448092fcb3c61212234e
D2_set_a_Aunlabelledtest__201104012144,D2,set_a,a_Aunlabelledtest__201104012144,False,Aunlabelledtest__201104012144,dataset/archive (2)/set_a/Aunlabelledtest__201104012144.wav,44100,5.711519,251878,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,f7ff987416e34c294e772100b7af089a0234bc88d48e951f102bf72bce0f662b
D2_set_a_Aunlabelledtest__2011040239,D2,set_a,a_Aunlabelledtest__2011040239,False,Aunlabelledtest__2011040239,dataset/archive (2)/set_a/Aunlabelledtest__2011040239.wav,44100,3.870249,170678,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,d9c83a954ef211136e709ddf2aed17c4c9a82831928c408c20107dd3f17f399c
D2_set_a_Aunlabelledtest__201105011546,D2,set_a,a_Aunlabelledtest__201105011546,False,Aunlabelledtest__201105011546,dataset/archive (2)/set_a/Aunlabelledtest__201105011546.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,57feb6a96cee0e9783855ac5e4821860f6864fbe1da42315223d470f6cbe1e0e
D2_set_a_Aunlabelledtest__20110501548,D2,set_a,a_Aunlabelledtest__20110501548,False,Aunlabelledtest__20110501548,dataset/archive (2)/set_a/Aunlabelledtest__20110501548.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,943ee0347496406cbb94145465c7f209a691834a89f81cb8cc786828e8596b8f
D2_set_a_Aunlabelledtest__201105031730,D2,set_a,a_Aunlabelledtest__201105031730,False,Aunlabelledtest__201105031730,dataset/archive (2)/set_a/Aunlabelledtest__201105031730.wav,44100,7.587732,334619,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,e29e5135e699b371c2477a4bca946e0ee55976db7a4eec27e5bf5890ff4fcb04
D2_set_a_Aunlabelledtest__201106010807,D2,set_a,a_Aunlabelledtest__201106010807,False,Aunlabelledtest__201106010807,dataset/archive (2)/set_a/Aunlabelledtest__201106010807.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,7a262591f9528a04e72c7ed8bc85119796bff167da895518925f39b3cf96c875
D2_set_a_Aunlabelledtest__201106030607,D2,set_a,a_Aunlabelledtest__201106030607,False,Aunlabelledtest__201106030607,dataset/archive (2)/set_a/Aunlabelledtest__201106030607.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,049652b653a175e175920fb654f95f5b886ba0e9ec8f1241b8b0298a56b44adb
D2_set_a_Aunlabelledtest__201106031556,D2,set_a,a_Aunlabelledtest__201106031556,False,Aunlabelledtest__201106031556,dataset/archive (2)/set_a/Aunlabelledtest__201106031556.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,07fc569300d1942a61e5ce1e5c543cd68dbafa6afc6a96f6a4604eb0482f3eda
D2_set_a_Aunlabelledtest__201106040930,D2,set_a,a_Aunlabelledtest__201106040930,False,Aunlabelledtest__201106040930,dataset/archive (2)/set_a/Aunlabelledtest__201106040930.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,b24eed3b4ab61ecc856e429697f057fc713ff9f6ef2d4c3d2f6996a5a17d1956
D2_set_a_Aunlabelledtest__201106061104,D2,set_a,a_Aunlabelledtest__201106061104,False,Aunlabelledtest__201106061104,dataset/archive (2)/set_a/Aunlabelledtest__201106061104.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,7f074609d9b9fff28622d676ec0874e1e50045569ba5627110b70e54d7c3f0cb
D2_set_a_Aunlabelledtest__201106061215,D2,set_a,a_Aunlabelledtest__201106061215,False,Aunlabelledtest__201106061215,dataset/archive (2)/set_a/Aunlabelledtest__201106061215.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,33d7fd86578c4aacf44c8761bd8cb7a641d953082d2af08f49d9c539e62911e6
D2_set_a_Aunlabelledtest__201106100606,D2,set_a,a_Aunlabelledtest__201106100606,False,Aunlabelledtest__201106100606,dataset/archive (2)/set_a/Aunlabelledtest__201106100606.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,a0d9418da55b46a8fa8b71ed97b6c4e5e12b42958beab4b7646579e4fda226d7
D2_set_a_Aunlabelledtest__201106111419,D2,set_a,a_Aunlabelledtest__201106111419,False,Aunlabelledtest__201106111419,dataset/archive (2)/set_a/Aunlabelledtest__201106111419.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,c92c2c41c694a175986266ab66582e2f5cac41cc2caa5b444b82dd6c6c56f9f6
D2_set_a_Aunlabelledtest__201106120928,D2,set_a,a_Aunlabelledtest__201106120928,False,Aunlabelledtest__201106120928,dataset/archive (2)/set_a/Aunlabelledtest__201106120928.wav,44100,9.0,396900,,,,,,,is_silent,False,True,,PASCAL set_a,,,,,,False,,1,36438cefa7206dac9ef150b613418d5912c3eb69ed4e0084798602985b43470d
D2_set_a_Aunlabelledtest__201106130440,D2,set_a,a_Aunlabelledtest__201106130440,False,Aunlabelledtest__201106130440,dataset/archive (2)/set_a/Aunlabelledtest__201106130440.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,59104df5405481854d59a82656e8a4fc0aa42c9d88aa7c70cdc699c66b431a32
D2_set_a_Aunlabelledtest__201106150614,D2,set_a,a_Aunlabelledtest__201106150614,False,Aunlabelledtest__201106150614,dataset/archive (2)/set_a/Aunlabelledtest__201106150614.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,c699a7fa546b7ad7463f8dad97b2d989267478e734071f16c44a17bffa152a66
D2_set_a_Aunlabelledtest__201106170857,D2,set_a,a_Aunlabelledtest__201106170857,False,Aunlabelledtest__201106170857,dataset/archive (2)/set_a/Aunlabelledtest__201106170857.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,28d20ce521aaeb6ed5cadd56321cc7ab266bb80d7780a19787c6086efe3e1a6e
D2_set_a_Aunlabelledtest__201106171155,D2,set_a,a_Aunlabelledtest__201106171155,False,Aunlabelledtest__201106171155,dataset/archive (2)/set_a/Aunlabelledtest__201106171155.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,9091415293d6fe09ff0b0c320eb519405a773968bb3cf4750ab41d22e0801722
D2_set_a_Aunlabelledtest__201106191034,D2,set_a,a_Aunlabelledtest__201106191034,False,Aunlabelledtest__201106191034,dataset/archive (2)/set_a/Aunlabelledtest__201106191034.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,10cceb4ffcc5d07cbcb366facfceff256bd17d82f80596caf669a696cfe5d239
D2_set_a_Aunlabelledtest__201106211725,D2,set_a,a_Aunlabelledtest__201106211725,False,Aunlabelledtest__201106211725,dataset/archive (2)/set_a/Aunlabelledtest__201106211725.wav,44100,6.526463,287817,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,0696ae47f4e48ebd136103617b27df751c01265358ef7b776387c0f7da0b03d7
D2_set_a_Aunlabelledtest__201106212102,D2,set_a,a_Aunlabelledtest__201106212102,False,Aunlabelledtest__201106212102,dataset/archive (2)/set_a/Aunlabelledtest__201106212102.wav,44100,9.0,396900,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,6e8d0ac2da6eebc5e7541600e0726652f6b78f91699725f257b0c41edd98b30e
D2_set_a_Aunlabelledtest__201108011111,D2,set_a,a_Aunlabelledtest__201108011111,False,Aunlabelledtest__201108011111,dataset/archive (2)/set_a/Aunlabelledtest__201108011111.wav,44100,7.935556,349958,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,4e77fdef60ffdff05b098cf2ea67e815714158cf9f132b99faa34e6cb6dbb378
D2_set_a_Aunlabelledtest__201108011113,D2,set_a,a_Aunlabelledtest__201108011113,False,Aunlabelledtest__201108011113,dataset/archive (2)/set_a/Aunlabelledtest__201108011113.wav,44100,7.935556,349958,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,01be77cc9d29559af0105cf4baa5a5585471e078c16efd0d112ba48deedaa12c
D2_set_a_Aunlabelledtest__201108011116,D2,set_a,a_Aunlabelledtest__201108011116,False,Aunlabelledtest__201108011116,dataset/archive (2)/set_a/Aunlabelledtest__201108011116.wav,44100,7.935556,349958,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,da95db0d582bd255e2f42774d75571e6a04fe0511a092f2ef4d1b1de6c4bef0e
D2_set_a_Aunlabelledtest__201108011117,D2,set_a,a_Aunlabelledtest__201108011117,False,Aunlabelledtest__201108011117,dataset/archive (2)/set_a/Aunlabelledtest__201108011117.wav,44100,7.935556,349958,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,29eb6f313c266b69f6b5791496e02829580a2d46e4ae709e5d22c6fbaa635b6e
D2_set_a_Aunlabelledtest__201108222222,D2,set_a,a_Aunlabelledtest__201108222222,False,Aunlabelledtest__201108222222,dataset/archive (2)/set_a/Aunlabelledtest__201108222222.wav,44100,7.935556,349958,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,df16ed330857a0fc2a89ff08f7c263f8d5038a7a8b9cbc0d1721952d8bfa7445
D2_set_a_Aunlabelledtest__201108222225,D2,set_a,a_Aunlabelledtest__201108222225,False,Aunlabelledtest__201108222225,dataset/archive (2)/set_a/Aunlabelledtest__201108222225.wav,44100,7.935556,349958,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,80a5e7aa7f1d8400edc66fd143c4b486729201c28e8ed083b10791a7691d9a0a
D2_set_a_Aunlabelledtest__201108222228,D2,set_a,a_Aunlabelledtest__201108222228,False,Aunlabelledtest__201108222228,dataset/archive (2)/set_a/Aunlabelledtest__201108222228.wav,44100,7.935556,349958,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,96173a77530528406f544f8c6932270228a4ceffceefe847d5a23ca2248087c8
D2_set_a_Aunlabelledtest__201108222234,D2,set_a,a_Aunlabelledtest__201108222234,False,Aunlabelledtest__201108222234,dataset/archive (2)/set_a/Aunlabelledtest__201108222234.wav,44100,7.935556,349958,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,cdc52807c358ae0816657fa6b089bbafc0289c023cadf88f2417a7b6635a6521
D2_set_a_Aunlabelledtest__201108222241,D2,set_a,a_Aunlabelledtest__201108222241,False,Aunlabelledtest__201108222241,dataset/archive (2)/set_a/Aunlabelledtest__201108222241.wav,44100,7.935556,349958,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,4d3c2c8f1ecf519ad8cfe98848880f56ca03ae26af4c426fbbefed492cb55a78
D2_set_a_Aunlabelledtest__201108222244,D2,set_a,a_Aunlabelledtest__201108222244,False,Aunlabelledtest__201108222244,dataset/archive (2)/set_a/Aunlabelledtest__201108222244.wav,44100,7.935556,349958,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,ac8a57f07bb920b533765e6f054fdb7665fb47a4b248ff5f2a20a652a2ae9f49
D2_set_a_Aunlabelledtest__201108222247,D2,set_a,a_Aunlabelledtest__201108222247,False,Aunlabelledtest__201108222247,dataset/archive (2)/set_a/Aunlabelledtest__201108222247.wav,44100,7.935556,349958,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,b158d990b91bdd2fa8743b93d963454ea7a9c427185e1693790c94c610a0ea31
D2_set_a_Aunlabelledtest__201108222254,D2,set_a,a_Aunlabelledtest__201108222254,False,Aunlabelledtest__201108222254,dataset/archive (2)/set_a/Aunlabelledtest__201108222254.wav,44100,7.935556,349958,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,4a383edae37f5f3c007d99c97b28bfe2c9921882040896719c79bd21fcd9776e
D2_set_a_Aunlabelledtest__201108222257,D2,set_a,a_Aunlabelledtest__201108222257,False,Aunlabelledtest__201108222257,dataset/archive (2)/set_a/Aunlabelledtest__201108222257.wav,44100,7.935556,349958,,,,,,,,False,True,,PASCAL set_a,,,,,,False,,1,32000f749a7b732969d2b82990bc06e69526e8ea0a82948b17a9fcc11d2c82de
