outer_fold,inner_fold,role,row,record_uid
r0f0,1,train,2969,D1_training-e_e01985
r0f0,1,train,2972,D1_training-e_e01988
r0f0,1,train,2973,D1_training-e_e01989
r0f0,1,train,2974,D1_training-e_e01990
r0f0,1,train,2976,D1_training-e_e01992
r0f0,1,train,2977,D1_training-e_e01993
r0f0,1,train,2980,D1_training-e_e01996
r0f0,1,train,2982,D1_training-e_e01998
r0f0,1,train,2983,D1_training-e_e01999
r0f0,1,train,2984,D1_training-e_e02000
r0f0,1,train,2985,D1_training-e_e02001
r0f0,1,train,2987,D1_training-e_e02003
r0f0,1,train,2988,D1_training-e_e02004
r0f0,1,train,2993,D1_training-e_e02009
r0f0,1,train,2994,D1_training-e_e02010
r0f0,1,train,2995,D1_training-e_e02011
r0f0,1,train,2998,D1_training-e_e02014
r0f0,1,train,2999,D1_training-e_e02015
r0f0,1,train,3000,D1_training-e_e02016
r0f0,1,train,3001,D1_training-e_e02017
r0f0,1,train,3002,D1_training-e_e02018
r0f0,1,train,3007,D1_training-e_e02023
r0f0,1,train,3010,D1_training-e_e02026
r0f0,1,train,3011,D1_training-e_e02027
r0f0,1,train,3012,D1_training-e_e02028
r0f0,1,train,3014,D1_training-e_e02030
r0f0,1,train,3016,D1_training-e_e02032
r0f0,1,train,3017,D1_training-e_e02033
r0f0,1,train,3019,D1_training-e_e02035
r0f0,1,train,3021,D1_training-e_e02037
r0f0,1,train,3022,D1_training-e_e02038
r0f0,1,train,3023,D1_training-e_e02039
r0f0,1,train,3025,D1_training-e_e02041
r0f0,1,train,3026,D1_training-e_e02042
r0f0,1,train,3027,D1_training-e_e02043
r0f0,1,train,3028,D1_training-e_e02044
r0f0,1,train,3029,D1_training-e_e02045
r0f0,1,train,3030,D1_training-e_e02046
r0f0,1,train,3032,D1_training-e_e02048
r0f0,1,train,3033,D1_training-e_e02049
r0f0,1,train,3035,D1_training-e_e02051
r0f0,1,train,3036,D1_training-e_e02052
r0f0,1,train,3037,D1_training-e_e02053
r0f0,1,train,3041,D1_training-e_e02057
r0f0,1,train,3042,D1_training-e_e02058
r0f0,1,train,3043,D1_training-e_e02059
r0f0,1,train,3044,D1_training-e_e02060
r0f0,1,train,3045,D1_training-e_e02061
r0f0,1,train,3048,D1_training-e_e02064
r0f0,1,train,3049,D1_training-e_e02065
r0f0,1,train,3051,D1_training-e_e02067
r0f0,1,train,3052,D1_training-e_e02068
r0f0,1,train,3055,D1_training-e_e02071
r0f0,1,train,3057,D1_training-e_e02073
r0f0,1,train,3058,D1_training-e_e02074
r0f0,1,train,3062,D1_training-e_e02078
r0f0,1,train,3063,D1_training-e_e02079
r0f0,1,train,3064,D1_training-e_e02080
r0f0,1,train,3065,D1_training-e_e02081
r0f0,1,train,3067,D1_training-e_e02083
r0f0,1,train,3069,D1_training-e_e02085
r0f0,1,train,3073,D1_training-e_e02089
r0f0,1,train,3074,D1_training-e_e02090
r0f0,1,train,3075,D1_training-e_e02091
r0f0,1,train,3077,D1_training-e_e02093
r0f0,1,train,3078,D1_training-e_e02094
r0f0,1,train,3079,D1_training-e_e02095
r0f0,1,train,3080,D1_training-e_e02096
r0f0,1,train,3081,D1_training-e_e02097
r0f0,1,train,3084,D1_training-e_e02100
r0f0,1,train,3085,D1_training-e_e02101
r0f0,1,train,3087,D1_training-e_e02103
r0f0,1,train,3088,D1_training-e_e02104
r0f0,1,train,3091,D1_training-e_e02107
r0f0,1,train,3092,D1_training-e_e02108
r0f0,1,train,3094,D1_training-e_e02110
r0f0,1,train,3098,D1_training-e_e02114
r0f0,1,train,3099,D1_training-e_e02115
r0f0,1,train,3101,D1_training-e_e02117
r0f0,1,train,3102,D1_training-e_e02118
r0f0,1,train,3104,D1_training-e_e02120
r0f0,1,train,3105,D1_training-e_e02121
r0f0,1,train,3106,D1_training-e_e02122
r0f0,1,train,3107,D1_training-e_e02123
r0f0,1,train,3112,D1_training-e_e02128
r0f0,1,train,3113,D1_training-e_e02129
r0f0,1,train,3115,D1_training-e_e02131
r0f0,1,train,3117,D1_training-e_e02133
r0f0,1,train,3120,D1_training-e_e02136
r0f0,1,train,3122,D1_training-e_e02138
r0f0,1,train,3123,D1_training-e_e02139
r0f0,1,train,3126,D1_training-f_f0001
r0f0,1,train,3129,D1_training-f_f0004
r0f0,1,train,3130,D1_training-f_f0005
r0f0,1,train,3132,D1_training-f_f0007
r0f0,1,train,3133,D1_training-f_f0008
r0f0,1,train,3134,D1_training-f_f0009
r0f0,1,train,3136,D1_training-f_f0011
r0f0,1,train,3138,D1_training-f_f0013
r0f0,1,train,3140,D1_training-f_f0015
r0f0,1,train,3141,D1_training-f_f0016
r0f0,1,train,3142,D1_training-f_f0017
r0f0,1,train,3143,D1_training-f_f0018
r0f0,1,train,3144,D1_training-f_f0019
r0f0,1,train,3146,D1_training-f_f0021
r0f0,1,train,3147,D1_training-f_f0022
r0f0,1,train,3149,D1_training-f_f0024
r0f0,1,train,3160,D1_training-f_f0035
r0f0,1,train,3161,D1_training-f_f0036
r0f0,1,train,3162,D1_training-f_f0037
r0f0,1,train,3164,D1_training-f_f0039
r0f0,1,train,3165,D1_training-f_f0040
r0f0,1,train,3166,D1_training-f_f0041
r0f0,1,train,3168,D1_training-f_f0043
r0f0,1,train,3170,D1_training-f_f0045
r0f0,1,train,3173,D1_training-f_f0048
r0f0,1,train,3174,D1_training-f_f0049
r0f0,1,train,3175,D1_training-f_f0050
r0f0,1,train,3176,D1_training-f_f0051
r0f0,1,train,3177,D1_training-f_f0052
r0f0,1,train,3179,D1_training-f_f0054
r0f0,1,train,3181,D1_training-f_f0056
r0f0,1,train,3182,D1_training-f_f0057
r0f0,1,train,3185,D1_training-f_f0060
r0f0,1,train,3187,D1_training-f_f0062
r0f0,1,train,3188,D1_training-f_f0063
r0f0,1,train,3189,D1_training-f_f0064
r0f0,1,train,3190,D1_training-f_f0065
r0f0,1,train,3191,D1_training-f_f0066
r0f0,1,train,3192,D1_training-f_f0067
r0f0,1,train,3193,D1_training-f_f0068
r0f0,1,train,3197,D1_training-f_f0072
r0f0,1,train,3198,D1_training-f_f0073
r0f0,1,train,3199,D1_training-f_f0074
r0f0,1,train,3200,D1_training-f_f0075
r0f0,1,train,3202,D1_training-f_f0077
r0f0,1,train,3203,D1_training-f_f0078
r0f0,1,train,3204,D1_training-f_f0079
r0f0,1,train,3208,D1_training-f_f0083
r0f0,1,train,3209,D1_training-f_f0084
r0f0,1,train,3210,D1_training-f_f0085
r0f0,1,train,3212,D1_training-f_f0087
r0f0,1,train,3213,D1_training-f_f0088
r0f0,1,train,3214,D1_training-f_f0089
r0f0,1,train,3216,D1_training-f_f0091
r0f0,1,train,3217,D1_training-f_f0092
r0f0,1,train,3218,D1_training-f_f0093
r0f0,1,train,3219,D1_training-f_f0094
r0f0,1,train,3220,D1_training-f_f0095
r0f0,1,train,3221,D1_training-f_f0096
r0f0,1,train,3222,D1_training-f_f0097
r0f0,1,train,3223,D1_training-f_f0098
r0f0,1,train,3225,D1_training-f_f0100
r0f0,1,train,3228,D1_training-f_f0103
r0f0,1,train,3229,D1_training-f_f0104
r0f0,1,train,3230,D1_training-f_f0105
r0f0,1,train,3232,D1_training-f_f0107
r0f0,1,train,3236,D1_training-f_f0111
r0f0,1,train,3238,D1_training-f_f0113
r0f0,1,val,0,D1_training-a_a0001
r0f0,1,val,1,D1_training-a_a0002
r0f0,1,val,3,D1_training-a_a0004
r0f0,1,val,5,D1_training-a_a0006
r0f0,1,val,12,D1_training-a_a0013
r0f0,1,val,20,D1_training-a_a0021
r0f0,1,val,23,D1_training-a_a0024
r0f0,1,val,36,D1_training-a_a0037
r0f0,1,val,37,D1_training-a_a0038
r0f0,1,val,41,D1_training-a_a0042
r0f0,1,val,45,D1_training-a_a0046
r0f0,1,val,46,D1_training-a_a0047
r0f0,1,val,51,D1_training-a_a0052
r0f0,1,val,59,D1_training-a_a0060
r0f0,1,val,61,D1_training-a_a0062
r0f0,1,val,64,D1_training-a_a0065
r0f0,1,val,67,D1_training-a_a0068
r0f0,1,val,80,D1_training-a_a0081
r0f0,1,val,85,D1_training-a_a0086
r0f0,1,val,88,D1_training-a_a0089
r0f0,1,val,92,D1_training-a_a0093
r0f0,1,val,93,D1_training-a_a0094
r0f0,1,val,95,D1_training-a_a0096
r0f0,1,val,96,D1_training-a_a0097
r0f0,1,val,97,D1_training-a_a0098
r0f0,1,val,104,D1_training-a_a0105
r0f0,1,val,107,D1_training-a_a0108
r0f0,1,val,112,D1_training-a_a0113
r0f0,1,val,118,D1_training-a_a0119
r0f0,1,val,119,D1_training-a_a0120
r0f0,1,val,120,D1_training-a_a0121
r0f0,1,val,123,D1_training-a_a0124
r0f0,1,val,124,D1_training-a_a0125
r0f0,1,val,125,D1_training-a_a0126
r0f0,1,val,126,D1_training-a_a0127
r0f0,1,val,128,D1_training-a_a0129
r0f0,1,val,129,D1_training-a_a0130
r0f0,1,val,131,D1_training-a_a0132
r0f0,1,val,134,D1_training-a_a0135
r0f0,1,val,137,D1_training-a_a0138
r0f0,1,val,144,D1_training-a_a0145
r0f0,1,val,148,D1_training-a_a0149
r0f0,1,val,151,D1_training-a_a0152
r0f0,1,val,156,D1_training-a_a0157
r0f0,1,val,158,D1_training-a_a0159
r0f0,1,val,159,D1_training-a_a0160
r0f0,1,val,160,D1_training-a_a0161
r0f0,1,val,166,D1_training-a_a0167
r0f0,1,val,168,D1_training-a_a0169
r0f0,1,val,170,D1_training-a_a0171
r0f0,1,val,173,D1_training-a_a0174
r0f0,1,val,175,D1_training-a_a0176
r0f0,1,val,177,D1_training-a_a0178
r0f0,1,val,179,D1_training-a_a0180
r0f0,1,val,180,D1_training-a_a0181
r0f0,1,val,181,D1_training-a_a0182
r0f0,1,val,182,D1_training-a_a0183
r0f0,1,val,184,D1_training-a_a0185
r0f0,1,val,185,D1_training-a_a0186
r0f0,1,val,190,D1_training-a_a0191
r0f0,1,val,193,D1_training-a_a0194
r0f0,1,val,197,D1_training-a_a0198
r0f0,1,val,198,D1_training-a_a0199
r0f0,1,val,199,D1_training-a_a0200
r0f0,1,val,202,D1_training-a_a0203
r0f0,1,val,205,D1_training-a_a0206
r0f0,1,val,207,D1_training-a_a0208
r0f0,1,val,213,D1_training-a_a0214
r0f0,1,val,215,D1_training-a_a0216
r0f0,1,val,225,D1_training-a_a0226
r0f0,1,val,226,D1_training-a_a0227
r0f0,1,val,227,D1_training-a_a0228
r0f0,1,val,229,D1_training-a_a0230
r0f0,1,val,235,D1_training-a_a0236
r0f0,1,val,236,D1_training-a_a0237
r0f0,1,val,242,D1_training-a_a0243
r0f0,1,val,243,D1_training-a_a0244
r0f0,1,val,245,D1_training-a_a0246
r0f0,1,val,250,D1_training-a_a0251
r0f0,1,val,252,D1_training-a_a0253
r0f0,1,val,263,D1_training-a_a0264
r0f0,1,val,273,D1_training-a_a0274
r0f0,1,val,275,D1_training-a_a0276
r0f0,1,val,277,D1_training-a_a0278
r0f0,1,val,279,D1_training-a_a0280
r0f0,1,val,281,D1_training-a_a0282
r0f0,1,val,283,D1_training-a_a0284
r0f0,1,val,293,D1_training-a_a0294
r0f0,1,val,295,D1_training-a_a0296
r0f0,1,val,296,D1_training-a_a0297
r0f0,1,val,301,D1_training-a_a0302
r0f0,1,val,303,D1_training-a_a0304
r0f0,1,val,304,D1_training-a_a0305
r0f0,1,val,312,D1_training-a_a0313
r0f0,1,val,316,D1_training-a_a0317
r0f0,1,val,318,D1_training-a_a0319
r0f0,1,val,323,D1_training-a_a0324
r0f0,1,val,328,D1_training-a_a0329
r0f0,1,val,329,D1_training-a_a0330
r0f0,1,val,331,D1_training-a_a0332
r0f0,1,val,332,D1_training-a_a0333
r0f0,1,val,333,D1_training-a_a0334
r0f0,1,val,334,D1_training-a_a0335
r0f0,1,val,335,D1_training-a_a0336
r0f0,1,val,343,D1_training-a_a0344
r0f0,1,val,345,D1_training-a_a0346
r0f0,1,val,348,D1_training-a_a0349
r0f0,1,val,351,D1_training-a_a0352
r0f0,1,val,359,D1_training-a_a0360
r0f0,1,val,362,D1_training-a_a0363
r0f0,1,val,365,D1_training-a_a0366
r0f0,1,val,367,D1_training-a_a0368
r0f0,1,val,368,D1_training-a_a0369
r0f0,1,val,369,D1_training-a_a0370
r0f0,1,val,373,D1_training-a_a0374
r0f0,1,val,377,D1_training-a_a0378
r0f0,1,val,380,D1_training-a_a0381
r0f0,1,val,381,D1_training-a_a0382
r0f0,1,val,385,D1_training-a_a0386
r0f0,1,val,388,D1_training-a_a0389
r0f0,1,val,389,D1_training-a_a0390
r0f0,1,val,390,D1_training-a_a0391
r0f0,1,val,398,D1_training-a_a0399
r0f0,1,val,399,D1_training-a_a0400
r0f0,1,val,406,D1_training-a_a0407
r0f0,1,val,414,D1_training-b_b0006
r0f0,1,val,421,D1_training-b_b0013
r0f0,1,val,433,D1_training-b_b0025
r0f0,1,val,434,D1_training-b_b0026
r0f0,1,val,444,D1_training-b_b0036
r0f0,1,val,446,D1_training-b_b0038
r0f0,1,val,447,D1_training-b_b0039
r0f0,1,val,452,D1_training-b_b0044
r0f0,1,val,453,D1_training-b_b0045
r0f0,1,val,455,D1_training-b_b0047
r0f0,1,val,459,D1_training-b_b0051
r0f0,1,val,463,D1_training-b_b0055
r0f0,1,val,466,D1_training-b_b0058
r0f0,1,val,467,D1_training-b_b0059
r0f0,1,val,470,D1_training-b_b0062
r0f0,1,val,480,D1_training-b_b0072
r0f0,1,val,481,D1_training-b_b0073
r0f0,1,val,483,D1_training-b_b0075
r0f0,1,val,484,D1_training-b_b0076
r0f0,1,val,490,D1_training-b_b0082
r0f0,1,val,491,D1_training-b_b0083
r0f0,1,val,492,D1_training-b_b0084
r0f0,1,val,496,D1_training-b_b0088
r0f0,1,val,499,D1_training-b_b0091
r0f0,1,val,504,D1_training-b_b0096
r0f0,1,val,507,D1_training-b_b0099
r0f0,1,val,509,D1_training-b_b0101
r0f0,1,val,510,D1_training-b_b0102
r0f0,1,val,512,D1_training-b_b0104
r0f0,1,val,513,D1_training-b_b0105
r0f0,1,val,515,D1_training-b_b0107
r0f0,1,val,521,D1_training-b_b0113
r0f0,1,val,525,D1_training-b_b0117
r0f0,1,val,526,D1_training-b_b0118
r0f0,1,val,528,D1_training-b_b0120
r0f0,1,val,529,D1_training-b_b0121
r0f0,1,val,535,D1_training-b_b0127
r0f0,1,val,549,D1_training-b_b0141
r0f0,1,val,552,D1_training-b_b0144
r0f0,1,val,554,D1_training-b_b0146
r0f0,1,val,557,D1_training-b_b0149
r0f0,1,val,558,D1_training-b_b0150
r0f0,1,val,567,D1_training-b_b0159
r0f0,1,val,572,D1_training-b_b0164
r0f0,1,val,573,D1_training-b_b0165
r0f0,1,val,577,D1_training-b_b0169
r0f0,1,val,580,D1_training-b_b0172
r0f0,1,val,586,D1_training-b_b0178
r0f0,1,val,589,D1_training-b_b0181
r0f0,1,val,602,D1_training-b_b0194
r0f0,1,val,606,D1_training-b_b0198
r0f0,1,val,611,D1_training-b_b0203
r0f0,1,val,612,D1_training-b_b0204
r0f0,1,val,618,D1_training-b_b0210
r0f0,1,val,620,D1_training-b_b0212
r0f0,1,val,623,D1_training-b_b0215
r0f0,1,val,624,D1_training-b_b0216
r0f0,1,val,631,D1_training-b_b0223
r0f0,1,val,632,D1_training-b_b0224
r0f0,1,val,637,D1_training-b_b0229
r0f0,1,val,638,D1_training-b_b0230
r0f0,1,val,639,D1_training-b_b0231
r0f0,1,val,640,D1_training-b_b0232
r0f0,1,val,641,D1_training-b_b0233
r0f0,1,val,642,D1_training-b_b0234
r0f0,1,val,645,D1_training-b_b0237
r0f0,1,val,649,D1_training-b_b0241
r0f0,1,val,653,D1_training-b_b0245
r0f0,1,val,655,D1_training-b_b0247
r0f0,1,val,692,D1_training-b_b0284
r0f0,1,val,693,D1_training-b_b0285
r0f0,1,val,696,D1_training-b_b0288
r0f0,1,val,708,D1_training-b_b0300
r0f0,1,val,710,D1_training-b_b0302
r0f0,1,val,711,D1_training-b_b0303
r0f0,1,val,712,D1_training-b_b0304
r0f0,1,val,715,D1_training-b_b0307
r0f0,1,val,720,D1_training-b_b0312
r0f0,1,val,722,D1_training-b_b0314
r0f0,1,val,729,D1_training-b_b0321
r0f0,1,val,730,D1_training-b_b0322
r0f0,1,val,733,D1_training-b_b0325
r0f0,1,val,734,D1_training-b_b0326
r0f0,1,val,737,D1_training-b_b0329
r0f0,1,val,738,D1_training-b_b0330
r0f0,1,val,748,D1_training-b_b0340
r0f0,1,val,749,D1_training-b_b0341
r0f0,1,val,751,D1_training-b_b0343
r0f0,1,val,753,D1_training-b_b0345
r0f0,1,val,754,D1_training-b_b0346
r0f0,1,val,756,D1_training-b_b0348
r0f0,1,val,759,D1_training-b_b0351
r0f0,1,val,760,D1_training-b_b0352
r0f0,1,val,761,D1_training-b_b0353
r0f0,1,val,765,D1_training-b_b0357
r0f0,1,val,769,D1_training-b_b0361
r0f0,1,val,771,D1_training-b_b0363
r0f0,1,val,772,D1_training-b_b0364
r0f0,1,val,773,D1_training-b_b0365
r0f0,1,val,774,D1_training-b_b0366
r0f0,1,val,778,D1_training-b_b0370
r0f0,1,val,785,D1_training-b_b0377
r0f0,1,val,786,D1_training-b_b0378
r0f0,1,val,790,D1_training-b_b0382
r0f0,1,val,797,D1_training-b_b0389
r0f0,1,val,803,D1_training-b_b0395
r0f0,1,val,804,D1_training-b_b0396
r0f0,1,val,806,D1_training-b_b0398
r0f0,1,val,807,D1_training-b_b0399
r0f0,1,val,809,D1_training-b_b0401
r0f0,1,val,815,D1_training-b_b0407
r0f0,1,val,818,D1_training-b_b0410
r0f0,1,val,827,D1_training-b_b0419
r0f0,1,val,829,D1_training-b_b0421
r0f0,1,val,830,D1_training-b_b0422
r0f0,1,val,838,D1_training-b_b0430
r0f0,1,val,859,D1_training-b_b0451
r0f0,1,val,869,D1_training-b_b0461
r0f0,1,val,871,D1_training-b_b0463
r0f0,1,val,875,D1_training-b_b0467
r0f0,1,val,879,D1_training-b_b0471
r0f0,1,val,880,D1_training-b_b0472
r0f0,1,val,894,D1_training-b_b0486
r0f0,1,val,897,D1_training-b_b0489
r0f0,1,val,901,D1_training-c_c0003
r0f0,1,val,904,D1_training-c_c0006
r0f0,1,val,908,D1_training-c_c0010
r0f0,1,val,909,D1_training-c_c0011
r0f0,1,val,915,D1_training-c_c0017
r0f0,1,val,918,D1_training-c_c0020
r0f0,1,val,924,D1_training-c_c0026
r0f0,1,val,927,D1_training-c_c0029
r0f0,1,val,933,D1_training-d_d0004
r0f0,1,val,934,D1_training-d_d0005
r0f0,1,val,935,D1_training-d_d0006
r0f0,1,val,940,D1_training-d_d0011
r0f0,1,val,943,D1_training-d_d0014
r0f0,1,val,945,D1_training-d_d0016
r0f0,1,val,950,D1_training-d_d0021
r0f0,1,val,955,D1_training-d_d0026
r0f0,1,val,956,D1_training-d_d0027
r0f0,1,val,959,D1_training-d_d0030
r0f0,1,val,962,D1_training-d_d0033
r0f0,1,val,969,D1_training-d_d0040
r0f0,1,val,970,D1_training-d_d0041
r0f0,1,val,971,D1_training-d_d0042
r0f0,1,val,974,D1_training-d_d0045
r0f0,1,val,980,D1_training-d_d0051
r0f0,1,val,983,D1_training-d_d0054
r0f0,1,val,984,D1_training-d_d0055
r0f0,1,val,990,D1_training-e_e00006
r0f0,1,val,993,D1_training-e_e00009
r0f0,1,val,994,D1_training-e_e00010
r0f0,1,val,999,D1_training-e_e00015
r0f0,1,val,1003,D1_training-e_e00019
r0f0,1,val,1004,D1_training-e_e00020
r0f0,1,val,1015,D1_training-e_e00031
r0f0,1,val,1022,D1_training-e_e00038
r0f0,1,val,1030,D1_training-e_e00046
r0f0,1,val,1041,D1_training-e_e00057
r0f0,1,val,1047,D1_training-e_e00063
r0f0,1,val,1049,D1_training-e_e00065
r0f0,1,val,1052,D1_training-e_e00068
r0f0,1,val,1055,D1_training-e_e00071
r0f0,1,val,1057,D1_training-e_e00073
r0f0,1,val,1059,D1_training-e_e00075
r0f0,1,val,1060,D1_training-e_e00076
r0f0,1,val,1066,D1_training-e_e00082
r0f0,1,val,1075,D1_training-e_e00091
r0f0,1,val,1083,D1_training-e_e00099
r0f0,1,val,1084,D1_training-e_e00100
r0f0,1,val,1085,D1_training-e_e00101
r0f0,1,val,1088,D1_training-e_e00104
r0f0,1,val,1089,D1_training-e_e00105
r0f0,1,val,1094,D1_training-e_e00110
r0f0,1,val,1096,D1_training-e_e00112
r0f0,1,val,1097,D1_training-e_e00113
r0f0,1,val,1098,D1_training-e_e00114
r0f0,1,val,1099,D1_training-e_e00115
r0f0,1,val,1100,D1_training-e_e00116
r0f0,1,val,1106,D1_training-e_e00122
r0f0,1,val,1107,D1_training-e_e00123
r0f0,1,val,1116,D1_training-e_e00132
r0f0,1,val,1120,D1_training-e_e00136
r0f0,1,val,1125,D1_training-e_e00141
r0f0,1,val,1129,D1_training-e_e00145
r0f0,1,val,1133,D1_training-e_e00149
r0f0,1,val,1135,D1_training-e_e00151
r0f0,1,val,1139,D1_training-e_e00155
r0f0,1,val,1147,D1_training-e_e00163
r0f0,1,val,1150,D1_training-e_e00166
r0f0,1,val,1162,D1_training-e_e00178
r0f0,1,val,1165,D1_training-e_e00181
r0f0,1,val,1170,D1_training-e_e00186
r0f0,1,val,1172,D1_training-e_e00188
r0f0,1,val,1174,D1_training-e_e00190
r0f0,1,val,1179,D1_training-e_e00195
r0f0,1,val,1184,D1_training-e_e00200
r0f0,1,val,1185,D1_training-e_e00201
r0f0,1,val,1186,D1_training-e_e00202
r0f0,1,val,1188,D1_training-e_e00204
r0f0,1,val,1189,D1_training-e_e00205
r0f0,1,val,1190,D1_training-e_e00206
r0f0,1,val,1194,D1_training-e_e00210
r0f0,1,val,1195,D1_training-e_e00211
r0f0,1,val,1204,D1_training-e_e00220
r0f0,1,val,1205,D1_training-e_e00221
r0f0,1,val,1208,D1_training-e_e00224
r0f0,1,val,1212,D1_training-e_e00228
r0f0,1,val,1214,D1_training-e_e00230
r0f0,1,val,1217,D1_training-e_e00233
r0f0,1,val,1226,D1_training-e_e00242
r0f0,1,val,1227,D1_training-e_e00243
r0f0,1,val,1229,D1_training-e_e00245
r0f0,1,val,1244,D1_training-e_e00260
r0f0,1,val,1245,D1_training-e_e00261
r0f0,1,val,1250,D1_training-e_e00266
r0f0,1,val,1260,D1_training-e_e00276
r0f0,1,val,1264,D1_training-e_e00280
r0f0,1,val,1269,D1_training-e_e00285
r0f0,1,val,1279,D1_training-e_e00295
r0f0,1,val,1280,D1_training-e_e00296
r0f0,1,val,1281,D1_training-e_e00297
r0f0,1,val,1283,D1_training-e_e00299
r0f0,1,val,1284,D1_training-e_e00300
r0f0,1,val,1295,D1_training-e_e00311
r0f0,1,val,1296,D1_training-e_e00312
r0f0,1,val,1299,D1_training-e_e00315
r0f0,1,val,1302,D1_training-e_e00318
r0f0,1,val,1308,D1_training-e_e00324
r0f0,1,val,1312,D1_training-e_e00328
r0f0,1,val,1315,D1_training-e_e00331
r0f0,1,val,1318,D1_training-e_e00334
r0f0,1,val,1320,D1_training-e_e00336
r0f0,1,val,1322,D1_training-e_e00338
r0f0,1,val,1324,D1_training-e_e00340
r0f0,1,val,1328,D1_training-e_e00344
r0f0,1,val,1330,D1_training-e_e00346
r0f0,1,val,1331,D1_training-e_e00347
r0f0,1,val,1334,D1_training-e_e00350
r0f0,1,val,1336,D1_training-e_e00352
r0f0,1,val,1337,D1_training-e_e00353
r0f0,1,val,1341,D1_training-e_e00357
r0f0,1,val,1344,D1_training-e_e00360
r0f0,1,val,1346,D1_training-e_e00362
r0f0,1,val,1349,D1_training-e_e00365
r0f0,1,val,1350,D1_training-e_e00366
r0f0,1,val,1351,D1_training-e_e00367
r0f0,1,val,1356,D1_training-e_e00372
r0f0,1,val,1359,D1_training-e_e00375
r0f0,1,val,1361,D1_training-e_e00377
r0f0,1,val,1362,D1_training-e_e00378
r0f0,1,val,1363,D1_training-e_e00379
r0f0,1,val,1365,D1_training-e_e00381
r0f0,1,val,1369,D1_training-e_e00385
r0f0,1,val,1372,D1_training-e_e00388
r0f0,1,val,1377,D1_training-e_e00393
r0f0,1,val,1381,D1_training-e_e00397
r0f0,1,val,1387,D1_training-e_e00403
r0f0,1,val,1388,D1_training-e_e00404
r0f0,1,val,1390,D1_training-e_e00406
r0f0,1,val,1397,D1_training-e_e00413
r0f0,1,val,1399,D1_training-e_e00415
r0f0,1,val,1406,D1_training-e_e00422
r0f0,1,val,1410,D1_training-e_e00426
r0f0,1,val,1420,D1_training-e_e00436
r0f0,1,val,1430,D1_training-e_e00446
r0f0,1,val,1436,D1_training-e_e00452
r0f0,1,val,1440,D1_training-e_e00456
r0f0,1,val,1441,D1_training-e_e00457
r0f0,1,val,1442,D1_training-e_e00458
r0f0,1,val,1451,D1_training-e_e00467
r0f0,1,val,1453,D1_training-e_e00469
r0f0,1,val,1457,D1_training-e_e00473
r0f0,1,val,1470,D1_training-e_e00486
r0f0,1,val,1471,D1_training-e_e00487
r0f0,1,val,1477,D1_training-e_e00493
r0f0,1,val,1482,D1_training-e_e00498
r0f0,1,val,1484,D1_training-e_e00500
r0f0,1,val,1488,D1_training-e_e00504
r0f0,1,val,1489,D1_training-e_e00505
r0f0,1,val,1498,D1_training-e_e00514
r0f0,1,val,1499,D1_training-e_e00515
r0f0,1,val,1507,D1_training-e_e00523
r0f0,1,val,1510,D1_training-e_e00526
r0f0,1,val,1513,D1_training-e_e00529
r0f0,1,val,1518,D1_training-e_e00534
r0f0,1,val,1519,D1_training-e_e00535
r0f0,1,val,1522,D1_training-e_e00538
r0f0,1,val,1530,D1_training-e_e00546
r0f0,1,val,1531,D1_training-e_e00547
r0f0,1,val,1534,D1_training-e_e00550
r0f0,1,val,1538,D1_training-e_e00554
r0f0,1,val,1541,D1_training-e_e00557
r0f0,1,val,1542,D1_training-e_e00558
r0f0,1,val,1544,D1_training-e_e00560
r0f0,1,val,1546,D1_training-e_e00562
r0f0,1,val,1549,D1_training-e_e00565
r0f0,1,val,1550,D1_training-e_e00566
r0f0,1,val,1553,D1_training-e_e00569
r0f0,1,val,1562,D1_training-e_e00578
r0f0,1,val,1574,D1_training-e_e00590
r0f0,1,val,1575,D1_training-e_e00591
r0f0,1,val,1578,D1_training-e_e00594
r0f0,1,val,1587,D1_training-e_e00603
r0f0,1,val,1589,D1_training-e_e00605
r0f0,1,val,1592,D1_training-e_e00608
r0f0,1,val,1593,D1_training-e_e00609
r0f0,1,val,1594,D1_training-e_e00610
r0f0,1,val,1595,D1_training-e_e00611
r0f0,1,val,1597,D1_training-e_e00613
r0f0,1,val,1599,D1_training-e_e00615
r0f0,1,val,1603,D1_training-e_e00619
r0f0,1,val,1605,D1_training-e_e00621
r0f0,1,val,1608,D1_training-e_e00624
r0f0,1,val,1614,D1_training-e_e00630
r0f0,1,val,1618,D1_training-e_e00634
r0f0,1,val,1619,D1_training-e_e00635
r0f0,1,val,1621,D1_training-e_e00637
r0f0,1,val,1624,D1_training-e_e00640
r0f0,1,val,1629,D1_training-e_e00645
r0f0,1,val,1635,D1_training-e_e00651
r0f0,1,val,1636,D1_training-e_e00652
r0f0,1,val,1637,D1_training-e_e00653
r0f0,1,val,1644,D1_training-e_e00660
r0f0,1,val,1645,D1_training-e_e00661
r0f0,1,val,1651,D1_training-e_e00667
r0f0,1,val,1653,D1_training-e_e00669
r0f0,1,val,1656,D1_training-e_e00672
r0f0,1,val,1658,D1_training-e_e00674
r0f0,1,val,1664,D1_training-e_e00680
r0f0,1,val,1666,D1_training-e_e00682
r0f0,1,val,1669,D1_training-e_e00685
r0f0,1,val,1670,D1_training-e_e00686
r0f0,1,val,1673,D1_training-e_e00689
